n1,n2,n3,hierarquia_1,hierarquia_2,hierarquia_3,hierarquia_4,flag_fraude,tipo_de_tag
,,n3 - negociar_fatura,Crédito e Cobrança,Acordos,Acordos,Negociação,Não,Solicitação
,,n3 - negociar_divida_com_vencimentos_futuros,Crédito e Cobrança,Acordos,Acordos,Negociação,Não,Solicitação
,,n3 - duvidas_acordo_com_kitei,Crédito e Cobrança,Acordos,Acordos,Negociação,Não,Dúvida
,,n3 - negociacao_nao_efetivada,Crédito e Cobrança,Acordos,Acordos,Negociação,Não,Reclamação
,,w3 – nao negociado – cliente em fechamento de fatura,Crédito e Cobrança,Acordos,Acordos,Negociação,Não,Solicitação
w1 - solicitacao,w2 - pagamento de fatura,w3 - renegociar fatura,Crédito e Cobrança,Acordos,Acordos,Negociação,Não,Solicitação
w1 - problema,w2 - cobranca,w3 - desbloqueio do pagamento entrada,Crédito e Cobrança,Acordos,Acordos,Negociação,Não,Dúvida
w1 - solicitacao,w2 - cobranca,w3 - recusa a pagar o debito em atraso,Crédito e Cobrança,Acordos,Acordos,Negociação,Não,Reclamação
bot,bot will - cobrança (3),b3 - volta depois para negociar,Crédito e Cobrança,Acordos,Acordos,Negociação,Não,Dúvida
,,n3 - sem_proposta_–_próximo_ao_fechamento_da_fatura,Crédito e Cobrança,Acordos,Acordos,Negociação,Não,Dúvida
,,n3 - botao_negociacao,Crédito e Cobrança,Acordos,Acordos,Negociação,Não,Reclamação
,,n3 - parcelamento_total_fatura_solicitacao,Crédito e Cobrança,Acordos,Acordos,Negociação,Não,Solicitação
bot,bot will - cobrança on,b3 - negociacao pelo site,Crédito e Cobrança,Acordos,Acordos,Negociação,Não,Dúvida
bot,bot will - limite de crédito (2),b3 - negociacao pelo app,Crédito e Cobrança,Acordos,Acordos,Negociação,Não,Dúvida
bot,bot will - cobrança on,b3 - cliente sem negociacao,Crédito e Cobrança,Acordos,Acordos,Negociação,Não,Dúvida
,,w3 - duvida - desbloqueio do pagamento entrada,Crédito e Cobrança,Acordos,Acordos,Negociação,Não,Dúvida
bot,,q3 - negociação,Crédito e Cobrança,Acordos,Acordos,Negociação,Não,Dúvida
intent,negociacao,wb-nego,Crédito e Cobrança,Acordos,Acordos,Negociação,Não,Dúvida
w1 - duvida,w2 - institucional,w3 - quero ser um parceiro will,Marketplace,Marketplace,Marketplace,Novos Parceiros,Não,Dúvida
w1 - duvida,w2 - novas funcionalidades,w3 - novas funcionalidades,Conta,Diversificação,Diversificação,Novos Produtos,Não,Dúvida
,,w3 - overlimit,Crédito e Cobrança,Limite de crédito,Limite de crédito,Overlimit,Não,Dúvida
,,w3 - overlimit | valores disponiveis ou gastos,Crédito e Cobrança,Limite de crédito,Limite de crédito,Overlimit,Não,Dúvida
,,w3 - overlimit | habilitar/desabilitar,Crédito e Cobrança,Limite de crédito,Limite de crédito,Overlimit,Não,Solicitação
,,w3 - overlimit | desabilitar/reabilitar,Crédito e Cobrança,Limite de crédito,Limite de crédito,Overlimit,Não,Solicitação
,,n3 - erro_pagamento_de_titulos,Conta,Banking Transfers,Banking Transfers,Pagamento de Boleto,Não,Reclamação
,,n3 - como_fazer_pagamentos_de_titulos,Conta,Banking Transfers,Banking Transfers,Pagamento de Boleto,Não,Dúvida
,,n3 - cancelamento_de_titulo,Conta,Banking Transfers,Banking Transfers,Pagamento de Boleto,Não,Solicitação
,,n3 - compensacao_bancaria_titulo,Conta,Banking Transfers,Banking Transfers,Pagamento de Boleto,Não,Dúvida
,,n3 - como_acessar_comprovante,Conta,Banking Transfers,Banking Transfers,Pagamento de Boleto,Não,Dúvida
,,n3 - pagamento_identificado_titulo,Conta,Banking Transfers,Banking Transfers,Pagamento de Boleto,Não,Dúvida
,,n3 - debito_automatico,Conta,Banking Transfers,Banking Transfers,Pagamento de Boleto,Não,Dúvida
,,n3 - erro_titulo_outros_bancos,Conta,Banking Transfers,Banking Transfers,Pagamento de Boleto,Não,Reclamação
,,n3 - erro_pagamento_convênio,Conta,Banking Transfers,Banking Transfers,Pagamento de Boleto,Não,Problema
,,n3 - pagamento_titulo_convênio_duplicado,Conta,Banking Transfers,Banking Transfers,Pagamento de Boleto,Não,Dúvida
,,n3 - pagamento_titulo_outros_bancos_duplicado,Conta,Banking Transfers,Banking Transfers,Pagamento de Boleto,Não,Dúvida
w1 - duvida,w2 - pagamentos,w3 - como pagar boleto com credito,Conta,Banking Transfers,Banking Transfers,Pagamento de Boleto,Não,Dúvida
w1 - duvida,w2 - pagamentos,w3 - como pagar titulo boleto no app,Conta,Banking Transfers,Banking Transfers,Pagamento de Boleto,Não,Dúvida
w1 - problema,w2 - pagamentos,w3 - erro app pagar titulo boleto,Conta,Banking Transfers,Banking Transfers,Pagamento de Boleto,Não,Problema
w1 - solicitacao,w2 - pagamentos,w3 - paguei titulo 2 vezes,Conta,Banking Transfers,Banking Transfers,Pagamento de Boleto,Não,Dúvida
w1 - solicitacao,w2 - pagamentos,w3 - paguei titulo mas continua aberto,Conta,Banking Transfers,Banking Transfers,Pagamento de Boleto,Não,Dúvida
w1 - duvida,w2 - pagamentos,w3 - como pagar outro valor no titulo,Conta,Banking Transfers,Banking Transfers,Pagamento de Boleto,Não,Dúvida
w1 - duvida,w2 - novas funcionalidades,w3 - pagamento titulo boleto,Conta,Banking Transfers,Banking Transfers,Pagamento de Boleto,Não,Dúvida
w1 - duvida,w2 - pagamentos,w3 - quais as tarifas e encargos para pagamento,Conta,Banking Transfers,Banking Transfers,Pagamento de Boleto,Não,Dúvida
w1 - sugestao,w2 - pagamentos,w3 - quero outras formas de pagamento,Conta,Banking Transfers,Banking Transfers,Pagamento de Boleto,Não,Dúvida
w1 - duvida,w2 - pagamentos,w3 - prazo para compensacao do pagamento,Conta,Banking Transfers,Banking Transfers,Pagamento de Boleto,Não,Dúvida
w1 - solicitacao,w2 - cancelamento,w3 - quero cancelar um pagamento de titulo,Conta,Banking Transfers,Banking Transfers,Pagamento de Boleto,Não,Dúvida
w1 - solicitacao,w2 - pagamentos,w3 - prazo para compensacao titulo,Conta,Banking Transfers,Banking Transfers,Pagamento de Boleto,Não,Dúvida
w1 - duvida,w2 - pagamentos,w3 - quais as tarifas e encargos pagar titulo,Conta,Banking Transfers,Banking Transfers,Pagamento de Boleto,Não,Dúvida
w1 - problema,w2 - pagamentos,w3 - erro app pagar titulo boleto no credito,Conta,Banking Transfers,Banking Transfers,Pagamento de Boleto,Não,Problema
w1 - problema,w2 - pagamentos,w3 - como pagar outro valor no titulo no credito,Conta,Banking Transfers,Banking Transfers,Pagamento de Boleto,Não,Dúvida
w1 - problema,w2 - pagamentos,w3 - quero outras formas pagar titulo no credito,Conta,Banking Transfers,Banking Transfers,Pagamento de Boleto,Não,Dúvida
w1 - problema,w2 - pagamentos,w3 - prazo para compensacao titulo no credito,Conta,Banking Transfers,Banking Transfers,Pagamento de Boleto,Não,Dúvida
w1 - problema,w2 - pagamentos,w3 - quero cancelar um pagamento de titulo no credito,Conta,Banking Transfers,Banking Transfers,Pagamento de Boleto,Não,Dúvida
w1 - solicitacao,w2 - pagamentos,w3 - quero outras formas pagar titulo,Conta,Banking Transfers,Banking Transfers,Pagamento de Boleto,Não,Dúvida
w1 - problema,w2 - pagamentos,w3 - erro ao tentar pagar boleto fatura,Conta,Banking Transfers,Banking Transfers,Pagamento de Boleto,Não,Problema
w1 - duvida,w2 - novas funcionalidades,w3 - quando tera pagamento titulo boleto,Conta,Banking Transfers,Banking Transfers,Pagamento de Boleto,Não,Dúvida
,,n3 - erro_ao_salvar_comprovante,Conta,Banking Transfers,Banking Transfers,Pagamento de Boleto,Não,Problema
intent,boleto externo,wb-be,Conta,Banking Transfers,Banking Transfers,Pagamento de Boleto,Não,Dúvida
,,n3 - compra_parcelada,Cartão,Compra,Compra,Parcelamento de compra,Não,Dúvida
w1 - solicitacao,w2 - fatura,w3 - quero parcelar compra no app,Cartão,Compra,Compra,Parcelamento de compra,Não,Dúvida
intent,parcelamento de compra,wb-pco,Cartão,Compra,Compra,Parcelamento de compra,Não,Dúvida
,,n3 - solicitacao_parcelamento_da_fatura,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Solicitação
,,n3 - duvidas_parcelamento_e_quitacao,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Dúvida
,,n3 - parcelamento_da_fatura_aceito,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Solicitação
,,n3 - parcelamento_total_debito_solicitacao,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Solicitação
,,n3 - duvidas apos parcelamento cobranca,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Dúvida
,,n3 - como fazer o parcelamento de fatura,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Dúvida
,,n3 - duvidas apos parcelamento no app,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Dúvida
,,n3 - parcelamento_total_debito_aceito,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Solicitação
,,n3 - parcelamento_de_fatura_nao_efetivado,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Reclamação
,,n3 - como cancelar o parcelamento,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Dúvida
w1 - solicitacao,w2 - cobranca,w3 - solicitacao parcelamento fatura cliente em atraso,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Solicitação
w1 - duvida,w2 - pagamento de fatura,w3 - como fazer o parcelamento de fatura,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Dúvida
w1 - duvida,w2 - fatura,w3 - duvidas apos parcelamento,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Dúvida
w1 - duvida,w2 - cobranca,w3 - duvidas parcelamento ou quitacao,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Dúvida
w1 - solicitacao,w2 - cobranca,w3 - parcelamento fatura em atraso aceito,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Dúvida
w1 - problema,w2 - pagamento de fatura,w3 - parcelamento de fatura nao efetivado,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Reclamação
w1 - duvida,w2 - pagamento de fatura,w3 - como parcelar fatura will em atraso,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Dúvida
w1 - duvida,w2 - pagamento de fatura,w3 - parcelamento confirmado,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Dúvida
w1 - duvida,w2 - pagamento de fatura,w3 - duvida encargo parcelamento,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Dúvida
w1 - solicitacao,w2 - cobranca,w3 - solicitacao parcelamento fatura cliente em dia,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Dúvida
w1 - duvida,w2 - pagamento de fatura,w3 - duvida sobre o valor parcelado,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Dúvida
w1 - duvida,w2 - pagamento de fatura,w3 - como parcelar fatura em atraso,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Dúvida
w1 - solicitacao,w2 - cobranca,w3 - parcelamento fatura em dia aceito,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Dúvida
w1 - duvida,w2 - pagamento de fatura,w3 - como parcelar fatura pag,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Dúvida
w1 - solicitacao,w2 - pagamento de fatura,w3 - solicitar boleto de entrada de parcelamento,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Solicitação
w1 - solicitacao,w2 - migracao pag will,w3 - cliente will quer parcelar fatura do pag,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Solicitação
w1 - solicitacao,w2 - pagamento de fatura,w3 - cliente will quer parcelar fatura do pag,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Solicitação
,,w3 - parcelamento conta pag cancelada,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Solicitação
bot,bot will - fatura (6 a 16 dias) (1),b3 - como fazer o parcelamento de fatura,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Dúvida
bot,bot will - logística novo (1),b3 - como parcelar fatura will em atraso,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Dúvida
,,n3 - como_fazer_o_parcelamento_de_fatura,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Dúvida
,,n3 - parcelamento_total_fatura_aceito,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Dúvida
bot,bot will - logística novo (1),b3 - como parcelar fatura em atraso,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Dúvida
,,w3 - solicitacao - parcelamento conta cancelada,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Solicitação
,,w3 - duvida - parcelamento aceito,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Dúvida
,,w3 - problema - parcelamento aceito,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Dúvida
,,w3 - duvida - encargos de parcelamento,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Dúvida
,,w3 - problema - encargos de parcelamento,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Dúvida
,,w3 - duvida - parcelamento,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Dúvida
,,w3 - problema - parcelamento nao efetivado,Crédito e Cobrança,Acordos,Acordos,Parcelamento de fatura,Não,Reclamação
,,n3 - riscos 2 nivel pag,Riscos 2 nivel,Riscos 2 nivel,Riscos 2 nivel,Prevenção à Fraude,Sim,Solicitação
,,n3 - operacoes bloqueadas pag,Riscos 2 nivel,Riscos 2 nivel,Riscos 2 nivel,Prevenção à Fraude,Sim,Reclamação
,,n3 - relato de infracao pix pag,Riscos 2 nivel,Riscos 2 nivel,Riscos 2 nivel,Prevenção à Fraude,Sim,Reclamação
,,w3 - riscos 2 nivel will,Riscos 2 nivel,Riscos 2 nivel,Riscos 2 nivel,Prevenção à Fraude,Sim,Dúvida
,,w3 - relato de infracao pix will,Riscos 2 nivel,Riscos 2 nivel,Riscos 2 nivel,Prevenção à Fraude,Sim,Reclamação
,,n3 - primeiro_desbloqueio,Cartão,Ativação,Ativação,Primeiro Desbloqueio de cartão,Não,Solicitação
w1 - duvida,w2 - cartao de credito virtual,w3 - primeiro desbloqueio cartao,Cartão,Ativação,Ativação,Primeiro Desbloqueio de cartão,Sim,Dúvida
w1 - problema,w2 - cartao de credito fisico,w3 - problema primeiro desbloqueio cartao fisico,Cartão,Ativação,Ativação,Primeiro Desbloqueio de cartão,Não,Problema
w1 - duvida,w2 - cartao de credito fisico,w3 - primeiro desbloqueio,Cartão,Ativação,Ativação,Primeiro Desbloqueio de cartão,Sim,Dúvida
,,w3 - primeiro desbloqueio cartao virtual,Cartão,Ativação,Ativação,Primeiro Desbloqueio de cartão,Sim,Dúvida
,,n3 - alteração de cpf da proposta,Cartão,Aquisição,Aquisição,Problema de Cadastro da proposta,Não,Solicitação
w1 - problema,w2 - proposta,w3 - nao reconhece proposta,Cartão,Aquisição,Aquisição,Problema de Cadastro da proposta,Não,Problema
w1 - problema,w2 - proposta,w3- erro cadastro web,Cartão,Aquisição,Aquisição,Problema de Cadastro da proposta,Não,Problema
w1 - problema,w2 - proposta,w3 - página fora do ar cadastro web,Cartão,Aquisição,Aquisição,Problema de Cadastro da proposta,Não,Problema
,,n3 - cartao_em_producao,Cartão,Ativação,Ativação,Problema no recebimento do cartão,Não,Dúvida
,,n3 - ocorrência_flashcourier,Cartão,Ativação,Ativação,Problema no recebimento do cartão,Não,Problema
,,n3 - atraso_producao_cartao,Cartão,Ativação,Ativação,Problema no recebimento do cartão,Não,Problema
,,n3 - dificil_acesso,Cartão,Ativação,Ativação,Problema no recebimento do cartão,Não,Reclamação
,,n3 - como_e_feita_a_entrega,Cartão,Ativação,Ativação,Problema no recebimento do cartão,Não,Dúvida
,,n3 - flash_fora_do_ar,Cartão,Ativação,Ativação,Problema no recebimento do cartão,Não,Dúvida
w1 - solicitacao,w2 - logistica,w3 - reenvio do cartao primeira entrega,Cartão,Ativação,Ativação,Problema no recebimento do cartão,Não,Dúvida
w1 - problema,w2 - logistica,w3  - cartão entregue para outra pessoa,Cartão,Ativação,Ativação,Problema no recebimento do cartão,Não,Problema
w1 - problema,w2 - logistica,w3 - cartão entregue para outra pessoa,Cartão,Ativação,Ativação,Problema no recebimento do cartão,Não,Problema
w1 - duvida,w2 - logistica,w3 - cartao em producao,Cartão,Ativação,Ativação,Problema no recebimento do cartão,Não,Dúvida
w1 - solicitacao,w2 - logistica,w3 - reenvio do cartao pedido de 2 via,Cartão,Ativação,Ativação,Problema no recebimento do cartão,Não,Dúvida
w1 - reclamacao,w2 - logistica,w3 - falha entrega do cartao flash,Cartão,Ativação,Ativação,Problema no recebimento do cartão,Não,Dúvida
w1 - duvida,w2 - logistica,w3 - como acontece a entrega do cartao,Cartão,Ativação,Ativação,Problema no recebimento do cartão,Não,Dúvida
w1 - reclamacao,w2 - logistica,w3 - falha entrega do cartao correios,Cartão,Ativação,Ativação,Problema no recebimento do cartão,Não,Dúvida
w1- problema,w2 - logistica,w3 - problema na entrega ocorrencia flashcourier,Cartão,Ativação,Ativação,Problema no recebimento do cartão,Não,Problema
,,w3 - problema na entrega ocorrencia total express,Cartão,Ativação,Ativação,Problema no recebimento do cartão,Não,Problema
,,w3 - problema na entrega ocorrencia mobi	,Cartão,Ativação,Ativação,Problema no recebimento do cartão,Não,Problema
,,w3 - acareacao,Cartão,Ativação,Ativação,Problema no recebimento do cartão,Não,Problema
w1 - problema,w2 - logistica,w3 - cliente recebeu o cartão de outra pessoa,Cartão,Ativação,Ativação,Problema no recebimento do cartão,Não,Problema
w1 - problema,w2 - logistica,w3 - 2 via rastreio sem atualização,Cartão,Ativação,Ativação,Problema no recebimento do cartão,Não,Reclamação
w1 - problema,w2 - logistica,w3 - erro atualizacao do rastreio,Cartão,Ativação,Ativação,Problema no recebimento do cartão,Não,Problema
w1 - reclamacao,w2 - logistica,w3 - embalagem cartao danificada,Cartão,Ativação,Ativação,Problema no recebimento do cartão,Não,Reclamação
w1 - solicitacao,w2 - logistica,w3 - 2 via nao produzido,Cartão,Ativação,Ativação,Problema no recebimento do cartão,Não,Solicitação
w1 - problema,w2 - logistica,w3 - acompanhamento sem atualizacao apos reenvio,Cartão,Ativação,Ativação,Problema no recebimento do cartão,Não,Reclamação
w1 - problema,w2 - logistica,w3 - falha envio comunicacao logistica,Cartão,Ativação,Ativação,Problema no recebimento do cartão,Não,Dúvida
w1 - problema,w2 - logistica,w3 - cliente recebeu o cartao de outra pessoa,Cartão,Ativação,Ativação,Problema no recebimento do cartão,Não,Problema
w1 - solicitacao,w2 - logistica,w3 - 2 via rastreio sem atualizacao,Cartão,Ativação,Ativação,Problema no recebimento do cartão,Não,Problema
w1 - duvida,w2 - migracao pag will,w3 - recebimento plastico will,Cartão,Ativação,Ativação,Problema no recebimento do cartão,Não,Dúvida
bot,bot will - logística novo (3),b3 - como acontece a entrega do cartao,Cartão,Ativação,Ativação,Problema no recebimento do cartão,Não,Dúvida
bot,bot will - logística novo (3),b3 - reenvio do cartao pedido de 2 via,Cartão,Ativação,Ativação,Problema no recebimento do cartão,Não,Dúvida
bot,bot will - logística na cascata,b3 - cartao em producao,Cartão,Ativação,Ativação,Problema no recebimento do cartão,Não,Dúvida
intent,problemas com a entrega do cartao,wb-pcec,Cartão,Ativação,Ativação,Problema no recebimento do cartão,Não,Dúvida
,,n3 - nao_autorizada_no_pag,Cartão,Compra,Compra,Problemas com a compra,Não,Reclamação
,,n3 - nao_autorizada_estabelecimento,Cartão,Compra,Compra,Problemas com a compra,Não,Reclamação
,,n3 - aviso_compra,Cartão,Compra,Compra,Problemas com a compra,Não,Dúvida
,,n3 - nao_autorizada_pela_master,Cartão,Compra,Compra,Problemas com a compra,Não,Reclamação
,,n3 - nao_autorizada_pv_bloqueado,Cartão,Compra,Compra,Problemas com a compra,Não,Reclamação
,,n3 - autorizacao_compra,Cartão,Compra,Compra,Problemas com a compra,Não,Dúvida
,,n3 - bloqueio_compras_online,Cartão,Compra,Compra,Problemas com a compra,Não,Reclamação
,,n3 - duplicidade_de_transmissao,Cartão,Compra,Compra,Problemas com a compra,Não,Reclamação
,,n3 - instabilidade_cartao,Cartão,Compra,Compra,Problemas com a compra,Não,Reclamação
,,n3 - sms_de_compra_nao_chega,Cartão,Compra,Compra,Problemas com a compra,Não,Reclamação
w1 - problema,w2 - cartao de credito fisico,w3 - compra nao autorizada,Cartão,Compra,Compra,Problemas com a compra,Não,Reclamação
w1 - problema,w2 - cartao de credito virtual,w3 - compra nao autorizada,Cartão,Compra,Compra,Problemas com a compra,Não,Reclamação
w1 - problema,w2 - cartao de credito virtual,w3 - compra online nao autorizada,Cartão,Compra,Compra,Problemas com a compra,Não,Reclamação
w1 - duvida,w2 - fatura,w3 - compra reconhecida,Cartão,Compra,Compra,Problemas com a compra,Não,Dúvida
w1 - duvida,w2 - fatura,w3 - compra reconhecida,Cartão,Compra,Compra,Problemas com a compra,Não,Reclamação
w1 - problema,w2 - cartao de credito virtual,w3 - nao recebe notificacao de compra,Cartão,Compra,Compra,Problemas com a compra,Não,Reclamação
w1 - duvida,w2 - cartao de credito virtual,w3 - seguranca compra online,Cartão,Compra,Compra,Problemas com a compra,Não,Dúvida
w1 - problema,w2 - cartao de credito fisico,w3 - bloqueio compras online,Cartão,Compra,Compra,Problemas com a compra,Não,Dúvida
w1 - duvida,w2 - cartao de credito virtual,w3 - compra estabelecimento nao credenciado,Cartão,Compra,Compra,Problemas com a compra,Não,Reclamação
w1 - problema,w2 - cartao de credito fisico,w3 - sms de compra nao chega,Cartão,Compra,Compra,Problemas com a compra,Não,Reclamação
w1 - duvida,w2 - fatura,w3 - melhor dia de compra,Cartão,Compra,Compra,Problemas com a compra,Não,Dúvida
,,w3 - resultado analise de cartao de credito fisico,Cartão,Compra,Compra,Problemas com a compra,Não,Solicitação
bot,bot will - fraude (1),b3 - compra online nao autorizada,Cartão,Compra,Compra,Problemas com a compra,Não,Dúvida
,,n3 - nao_autorizada_will,Cartão,Compra,Compra,Problemas com a compra,Não,Reclamação
,,w3 - problema - compra não autorizada online,Cartão,Compra,Compra,Problemas com a compra,Não,Problema
,,w3 - problema - compra não autorizada presencial,Cartão,Compra,Compra,Problemas com a compra,Não,Problema
,,w3 - problema - notificacao de compra,Cartão,Compra,Compra,Problemas com a compra,Não,Reclamação
,,w3 - duvida - notificacao de compra,Cartão,Compra,Compra,Problemas com a compra,Não,Reclamação
,,w3 - duvida - segurança compras,Cartão,Compra,Compra,Problemas com a compra,Não,Dúvida
,,w3 - duvida - melhor dia de compra,Cartão,Compra,Compra,Problemas com a compra,Não,Dúvida
,,w3 - compra recusada por prilex sem fraude,Cartão,Compra,Compra,Problemas com a compra,Não,Reclamação
intent,compra negada,wb-cn,Cartão,Compra,Compra,Problemas com a compra,Não,Reclamação
intent,problemas com compras no melhor dia,wb-pcmd,Cartão,Compra,Compra,Problemas com a compra,Não,Reclamação
,,n3 - como_rastrear_o_cartao,Cartão,Ativação,Ativação,Rastreio de cartão,Não,Dúvida
,,n3 - cartao_entregue,Cartão,Ativação,Ativação,Rastreio de cartão,Não,Dúvida
,,n3 - 2_via_desconhece_recebimento,Cartão,Ativação,Ativação,Rastreio de cartão,Não,Solicitação
,,n3 - prazo_entrega_cartao,Cartão,Ativação,Ativação,Rastreio de cartão,Não,Dúvida
,,n3 - 2 via cartao amarelo enviada,Cartão,Ativação,Ativação,Rastreio de cartão,Não,Solicitação
,,n3 - aguardando_retirada_nos_correios,Cartão,Ativação,Ativação,Rastreio de cartão,Não,Dúvida
,,n3 - 2_via _ extraviado/sinistrado,Cartão,Ativação,Ativação,Rastreio de cartão,Não,Solicitação
,,n3 - 2_via_retencao,Cartão,Ativação,Ativação,Rastreio de cartão,Não,Solicitação
,,n3 - 2 via acompanhamento sem atualização,Cartão,Ativação,Ativação,Rastreio de cartão,Não,Solicitação
,,n3 - 2_via_debito,Cartão,Ativação,Ativação,Rastreio de cartão,Não,Solicitação
,,n3 - acompanhamento sem atualização,Cartão,Ativação,Ativação,Rastreio de cartão,Não,Reclamação
,,n3 - acompanhamento sem atualização apos reenvio,Cartão,Ativação,Ativação,Rastreio de cartão,Não,Dúvida
w1 - duvida,w2 - logistica,w3 - como acompanho meu rastreio,Cartão,Ativação,Ativação,Rastreio de cartão,Não,Dúvida
w1 - duvida,w2 - logistica,w3 - cartao entregue,Cartão,Ativação,Ativação,Rastreio de cartão,Não,Dúvida
w1 - duvida,w2 - logistica,w3 - prazo entrega cartao,Cartão,Ativação,Ativação,Rastreio de cartão,Não,Dúvida
w1 - duvida,w2 - logistica,w3 - aguardando retirada nos correios,Cartão,Ativação,Ativação,Rastreio de cartão,Não,Dúvida
w1 - problema,w2 - logistica,w3 - acompanhamento sem atualizacao,Cartão,Ativação,Ativação,Rastreio de cartão,Não,Problema
w1 - problema,w2 - logistica,w3 - erro recebimento do rastreio,Cartão,Ativação,Ativação,Rastreio de cartão,Não,Problema
w1 - duvida,w2 - cartao de credito fisico,w3 - duvidas apos 2 via,Cartão,Ativação,Ativação,Rastreio de cartão,Não,Dúvida
w1 - duvida,w2 - logistica,w3 - duvida sobre rastreio,Cartão,Ativação,Ativação,Rastreio de cartão,Não,Dúvida
bot,bot will - logística novo (2),b3 - aguardando retirada nos correios,Cartão,Ativação,Ativação,Rastreio de cartão,Não,Dúvida
bot,bot will - logística novo (2),b3 - como acompanho meu rastreio,Cartão,Ativação,Ativação,Rastreio de cartão,Não,Dúvida
bot,bot will - logística novo (3),b3 - duvida endereco entrega cartao,Cartão,Ativação,Ativação,Rastreio de cartão,Não,Dúvida
bot,bot will - logística novo (2),b3 - prazo entrega cartao,Cartão,Ativação,Ativação,Rastreio de cartão,Não,Dúvida
,,n3 - rastreio_sem_atualização_apos_reenvio,Cartão,Ativação,Ativação,Rastreio de cartão,Não,Reclamação
,,n3 - rastreio_sem_atualizacao,Cartão,Ativação,Ativação,Rastreio de cartão,Não,Reclamação
,,n3 - 2_via _ rastreio_sem_atualizacao,Cartão,Ativação,Ativação,Rastreio de cartão,Não,Reclamação
bot,bot will - logística na cascata,b3 - erro recebimento do rastreio,Cartão,Ativação,Ativação,Rastreio de cartão,Não,Reclamação
intent,rastreio,wb-ras,Cartão,Ativação,Ativação,Rastreio de cartão,Não,Dúvida
w1 - problema,w2 - proposta,w3 - reabertura de conta cancelada pag,Cartão,Aprovação,Aprovação,Reabertura de conta,Não,Solicitação
,,n3 - pix não compensado,Conta,Pix,Pix,Recebimento de PIX,Não,Problema
,,n3 - recebimento pix,Conta,Pix,Pix,Recebimento de PIX,Não,Dúvida
w1 - problema,w2 - pix,w3 - pix nao compensado will,Conta,Pix,Pix,Recebimento de PIX,Não,Problema
bot,bot will - pix erro,b3 - pix nao caiu,Conta,Pix,Pix,Recebimento de PIX,Não,Dúvida
intent,recebimento de pix,wb-rpi,Conta,Pix,Pix,Recebimento de PIX,Não,Dúvida
,,n3 - recebimento_ted,Conta,Banking Transfers,Banking Transfers,Recebimento de TED,Não,Dúvida
w1 - problema,w2 - ted,w3 - erro recebimento ted,Conta,Banking Transfers,Banking Transfers,Recebimento de TED,Não,Problema
,,n3 - retorno_contestacao,Fraude,Fraude,Fraude,Resultado análise de fraude,Sim,Reclamação
