n1,n2,n3,hierarquia_1,hierarquia_2,hierarquia_3,hierarquia_4,flag_fraude,tipo_de_tag
intent,Failure,wb-fail,Assunto não identificado,Assunto não identificado,Assunto não identificado,Falha no willbert,Sim,Problema
intent,indeterminavel,wb-ind,Assunto não identificado,Assunto não identificado,Assunto não identificado,Falha no willbert,Sim,Problema
intent,No match de intent,wb-intnm,Assunto não identificado,Assunto não identificado,Assunto não identificado,Falha no willbert,Sim,Problema
intent,No match,wb-nm,Assunto não identificado,Assunto não identificado,Assunto não identificado,Falha no willbert,Sim,Problema
,,n3 - alteracao_e-mail,Cartão,Aprovação,Aprovação,Alteração de Cadastro,Não,Solicitação
,,n3 - alteracao_telefone,Cartão,Aprovação,Aprovação,Alteração de Cadastro,Não,Solicitação
,,n3 - alterar_endereco,Cartão,Aprovação,Aprovação,Alteração de Cadastro,Não,Solicitação
,,n3 - atualizacao_cadastral,Cartão,Aprovação,Aprovação,Alteração de Cadastro,Não,Solicitação
,,n3 - nome_incompleto,Cartão,Aprovação,Aprovação,Alteração de Cadastro,Não,Solicitação
w1 - solicitacao,w2 - cadastro,w3 - alterar endereco cadastro,Cartão,Aprovação,Aprovação,Alteração de Cadastro,Não,Solicitação
w1 - duvida,w2 - cadastro,w3 - como alterar renda,Cartão,Aprovação,Aprovação,Alteração de Cadastro,Não,Dúvida
w1 - solicitacao,w2 - cadastro,w3 - alterar cadastro outros,Cartão,Aprovação,Aprovação,Alteração de Cadastro,Não,Dúvida
w1 - solicitacao,w2 - cobranca,w3 - alteracao endereco cliente em atraso,Cartão,Aprovação,Aprovação,Alteração de Cadastro,Não,Solicitação
w1 - duvida,w2 - proposta,w3 - duvidas cadastro web,Cartão,Aprovação,Aprovação,Alteração de Cadastro,Não,Dúvida
w1 - solicitacao,w2 - cobranca,w3 - alteracao cadastral cliente em atraso outros,Cartão,Aprovação,Aprovação,Alteração de Cadastro,Não,Solicitação
w1 - problema,w2 - cadastro,w3 - erro alterar cadastro no app,Cartão,Aprovação,Aprovação,Alteração de Cadastro,Não,Reclamação
w1 - solicitacao,w2 - cadastro,w3 - alterar email cadastro,Cartão,Aprovação,Aprovação,Alteração de Cadastro,Não,Dúvida
w1 - solicitacao,w2 - cadastro,w3 - alterar telefone cadastro,Cartão,Aprovação,Aprovação,Alteração de Cadastro,Não,Solicitação
w1 - problema,w2 - proposta,w3 - erro inserir data de nascimento,Cartão,Aprovação,Aprovação,Alteração de Cadastro,Não,Problema
w1 - solicitacao,w2 - cadastro,w3 - alterar nome cadastro,Cartão,Aprovação,Aprovação,Alteração de Cadastro,Não,Dúvida
w1 - duvida,w2 - institucional,w3 - cadastro positivo,Cartão,Aprovação,Aprovação,Alteração de Cadastro,Não,Dúvida
w1 - solicitacao,w2 - atendimento,w3 - declaracao titularidade,Cartão,Aprovação,Aprovação,Alteração de Cadastro,Não,Solicitação
w1 - problema,w2 - atendimento,w3 - email nao cadastrado,Cartão,Aprovação,Aprovação,Alteração de Cadastro,Não,Solicitação
w1 - solicitacao,w2 - atendimento,w3 - email sem informacao,Cartão,Aprovação,Aprovação,Alteração de Cadastro,Não,Solicitação
w1 - solicitacao,w2 - cadastro,w3 - alterar telefone,Cartão,Aprovação,Aprovação,Alteração de Cadastro,Não,Solicitação
w1 - solicitacao,w2 - cadastro,w3 - alterar email,Cartão,Aprovação,Aprovação,Alteração de Cadastro,Não,Solicitação
w1 - solicitacao,w2 - cobranca,w3 - alteracao telefone cliente em atraso,Cartão,Aprovação,Aprovação,Alteração de Cadastro,Não,Solicitação
,,n3 - declaracao titularidade,Cartão,Aprovação,Aprovação,Alteração de Cadastro,Não,Solicitação
w1 - solicitacao,w2 - proposta,w3 - alterar telefone proposta,Cartão,Aquisição,Aquisição,Alteração de Cadastro na Proposta,Não,Solicitação
w1 - solicitacao,w2 - proposta,w3 - alterar email proposta,Cartão,Aquisição,Aquisição,Alteração de Cadastro na Proposta,Não,Dúvida
,,n3 - confirmar_endereco,Cartão,Ativação,Ativação,Alteração de endereço,Não,Solicitação
w1 - solicitacao,w2 - logistica,w3 - alterar endereco envio,Cartão,Ativação,Ativação,Alteração de endereço,Não,Problema
bot,,b3 - alterar endereco envio,Cartão,Ativação,Ativação,Alteração de endereço,Não,Problema
intent,alteracoes - endereco,wb-acle,Cartão,Ativação,Ativação,Alteração de endereço,Não,Solicitação
intent,alteracoes - email,wb-ae,Cartão,Ativação,Ativação,Alteração de endereço,Não,Solicitação
intent,alteracoes - multiplas,wb-am,Cartão,Ativação,Ativação,Alteração de endereço,Não,Solicitação
intent,alteracoes - telefone,wb-at,Cartão,Ativação,Ativação,Alteração de endereço,Não,Problema
,,n3 - alterar_senha_app,Cartão,Conta,Conta,Alteração de senha do app,Não,Solicitação
,,n3 - senha_personalizada,Cartão,Conta,Conta,Alteração de senha do app,Não,Dúvida
w1 - problema,w2 - fraude,w3 - nao reconhece alteracao de senha,Cartão,Conta,Conta,Alteração de senha do app,Sim,Problema
w1 - solicitacao,w2 - cadastro,w3 - alterar senha app,Cartão,Conta,Conta,Alteração de senha do app,Não,Dúvida
,,n3 - solicitar_senha_cartao,Cartão,Compra,Compra,Alteração de senha do cartão,Não,Solicitação
,,n3 - senha_cartao_debito,Cartão,Compra,Compra,Alteração de senha do cartão,Não,Solicitação
w1 - duvida,w2 - cartao de credito fisico,w3 - alterar senha cartao,Cartão,Compra,Compra,Alteração de senha do cartão,Não,Dúvida
bot,bot will - desbloqueio de cartão,b3 - alterar senha cartao,Cartão,Compra,Compra,Alteração de senha do cartão,Não,Dúvida
intent,alteracoes - senha,wb-as,Cartão,Compra,Compra,Alteração de senha do cartão,Não,Dúvida
,,n3 - duvidas_após_antecipar_fatura,Cartão,Pagamento,Pagamento,Antecipação de Fatura,Não,Dúvida
,,n3 - como_antecipar_fatura,Cartão,Pagamento,Pagamento,Antecipação de Fatura,Não,Dúvida
w1 - duvida,w2 - pagamento de fatura,w3 - como antecipar pagamento de fatura,Cartão,Pagamento,Pagamento,Antecipação de Fatura,Não,Dúvida
w1 - duvida,w2 - pagamento de fatura,w3 - duvidas apos antecipar fatura,Cartão,Pagamento,Pagamento,Antecipação de Fatura,Não,Dúvida
w1 - problema,w2 - fatura,w3 - erro antecipar fatura no app,Cartão,Pagamento,Pagamento,Antecipação de Fatura,Não,Problema
w1 - duvida,w2 - pagamento de fatura,w3 - gerar boleto antecipacao de fatura,Cartão,Pagamento,Pagamento,Antecipação de Fatura,Não,Dúvida
w1 - problema,w2 - pagamento de fatura,w3 - erro pagamento de fatura entrou como antecipacao,Cartão,Pagamento,Pagamento,Antecipação de Fatura,Não,Problema
w1 - problema,w2 - pagamento de fatura,w3 - erro antecipacao de fatura via boleto,Cartão,Pagamento,Pagamento,Antecipação de Fatura,Não,Problema
w1 - problema,w2 - pagamento de fatura,w3 - erro ao realizar antecipacao via saldo conta,Cartão,Pagamento,Pagamento,Antecipação de Fatura,Não,Problema
w1 - duvida,w2 - pagamento de fatura,w3 - como finalizar antecipação via saldo conta,Cartão,Pagamento,Pagamento,Antecipação de Fatura,Não,Dúvida
w1 - problema,w2 - pagamento de fatura,w3 - erro saldo disponivel para antecipacao via saldo,Cartão,Pagamento,Pagamento,Antecipação de Fatura,Não,Problema
w1 - duvida,w2 - pagamento de fatura,w3 - como finalizar antecipacao via saldo conta,Cartão,Pagamento,Pagamento,Antecipação de Fatura,Não,Dúvida
w1 - solicitacao,w2 - migracao pag will,w3 - cliente will quer antecipar fatura do pag,Cartão,Pagamento,Pagamento,Antecipação de Fatura,Não,Solicitação
bot,bot will - fatura aberta (3),b3 - como antecipar pagamento de fatura,Cartão,Pagamento,Pagamento,Antecipação de Fatura,Não,Dúvida
w1 - duvida,w2 - pagamento de fatura,w3 - como antecipar fatura,Cartão,Pagamento,Pagamento,Antecipação de Fatura,Não,Dúvida
,,w3 - duvida - antecipacao fatura,Cartão,Pagamento,Pagamento,Antecipação de Fatura,Não,Dúvida
,,w3 - duvida - antecipacao parcela,Cartão,Pagamento,Pagamento,Antecipação de Fatura,Não,Dúvida
,,w3 - problema - antecipacao parcela,Cartão,Pagamento,Pagamento,Antecipação de Fatura,Não,Dúvida
intent,antecipacao de fatura,wb-af,Cartão,Pagamento,Pagamento,Antecipação de Fatura,Não,Dúvida
,,n3 - solicitacao_antecipacao_parcelamento_de_fatura,Crédito e Cobrança,Acordos,Acordos,Antecipação de Parcelas,Não,Solicitação
,,n3 - como_antecipar_parcela,Crédito e Cobrança,Acordos,Acordos,Antecipação de Parcelas,Não,Dúvida
,,n3 - como_antecipar_parcelamento,Crédito e Cobrança,Acordos,Acordos,Antecipação de Parcelas,Não,Dúvida
,,n3 - duvidas_após_antecipar_parcela,Crédito e Cobrança,Acordos,Acordos,Antecipação de Parcelas,Não,Dúvida
,,n3 - antecipacao_de_parcela_indevida,Crédito e Cobrança,Acordos,Acordos,Antecipação de Parcelas,Não,Reclamação
,,n3 - como refazer o parcelamento,Crédito e Cobrança,Acordos,Acordos,Antecipação de Parcelas,Não,Dúvida
w1 - solicitacao,w2 - pagamento de fatura,w3 - antecipacao pagamento compra parcelada na fatura,Crédito e Cobrança,Acordos,Acordos,Antecipação de Parcelas,Não,Dúvida
w1- duvida,w2 - pagamento de fatura,w3 - como antecipar pagamento parcelamento,Crédito e Cobrança,Acordos,Acordos,Antecipação de Parcelas,Não,Dúvida
w1 - solicitacao,w2 - pagamento de fatura,w3 - antecipar parcelas do parcelamento,Crédito e Cobrança,Acordos,Acordos,Antecipação de Parcelas,Não,Dúvida
w1 - duvida,w2 - fatura,w3 - como antecipar parcela de parcelamento,Crédito e Cobrança,Acordos,Acordos,Antecipação de Parcelas,Não,Dúvida
w1 - duvida,w2 - fatura,w3 - como antecipar parcelamento,Crédito e Cobrança,Acordos,Acordos,Antecipação de Parcelas,Não,Dúvida
w1 - duvida,w2 - cartao de credito virtual,w3 - duvida applepay,Cartão,Ativação,Ativação,Apple pay,Não,Dúvida
w1 - duvida,w2 - cartao de credito fisico,w3 - applepay,Cartão,Ativação,Ativação,Apple pay,Não,Dúvida
w1 - solicitacao,w2 - conta pura,w3 - solicitacao credito conta pura,Conta,Acquisition,Acquisition,Aquisição de Crédito,Não,Dúvida
,,w3 - sem tag,Assunto não identificado,Assunto não identificado,Assunto não identificado,Assunto não identificado,Não,Dúvida
w1 - reclamacao,w2 - atendimento,w3 - chat sem retorno,Assunto não identificado,Assunto não identificado,Assunto não identificado,Assunto não identificado,Não,Dúvida
,,w3 - 2 via | aguarda motivo,Atendimento,Atendimento,Atendimento,Assunto não identificado,Não,Solicitação
bot,bot will - mapa,b3 - bot boas vindas,Assunto não identificado,Assunto não identificado,Assunto não identificado,Assunto não identificado,Não,Dúvida
bot,,q3 - abandono não identificado,Assunto não identificado,Assunto não identificado,Assunto não identificado,Assunto não identificado,Não,Dúvida
,,n3 - sem interacao cliente,Assunto não identificado,Assunto não identificado,Assunto não identificado,Assunto não identificado,Não,Dúvida
,,w3 - sem interacao cliente,Assunto não identificado,Assunto não identificado,Assunto não identificado,Assunto não identificado,Não,Dúvida
,,n3 - atendimento_para_terceiros,Atendimento,Atendimento,Atendimento,Atendimento de terceiros,Não,Dúvida
,,n3 - terceiros solicitando alteração de dados cadastrais,Atendimento,Atendimento,Atendimento,Atendimento de terceiros,Não,Solicitação
w1 - solicitacao,w2 - atendimento,w3 - atendimento outra pessoa,Atendimento,Atendimento,Atendimento,Atendimento de terceiros,Não,Dúvida
,,w3 - chat outra pessoa,Atendimento,Atendimento,Atendimento,Atendimento de terceiros,Não,Dúvida
,,n3 - atraso_entrega_cartao,Cartão,Ativação,Ativação,Atraso de entrega,Não,Reclamação
w1 - solicitacao,w2 - logistica,w3 - entrega cartao atrasada,Cartão,Ativação,Ativação,Atraso de entrega,Não,Reclamação
w1 - solicitacao,w2 - logistica,w3 - producao cartao atrasada,Cartão,Ativação,Ativação,Atraso de entrega,Não,Problema
,,n3 - ocorrência_sequoia,Cartão,Ativação,Ativação,Atraso de entrega,Não,Reclamação
,,n3 - pi_correios,Cartão,Ativação,Ativação,Atraso de entrega,Não,Reclamação
,,n3 - nao_recebimento_do_rastreio,Cartão,Ativação,Ativação,Atraso de entrega,Não,Reclamação
,,n3 - prazo_de_envio_boleto_kitei,Cartão,Ativação,Ativação,Atraso de entrega,Não,Reclamação
,,n3 - greve_correios,Cartão,Ativação,Ativação,Atraso de entrega,Não,Reclamação
bot,,b3 - entrega cartao atrasada,Cartão,Ativação,Ativação,Atraso de entrega,Não,Reclamação
,,n3 - aumento_negado,Crédito e Cobrança,Limite de crédito,Limite de crédito,Aumento do limite de crédito,Não,Solicitação
,,n3 - limite_emergencial,Crédito e Cobrança,Limite de crédito,Limite de crédito,Aumento do limite de crédito,Não,Dúvida
,,n3 - solicitacao_de_aumento,Crédito e Cobrança,Limite de crédito,Limite de crédito,Aumento do limite de crédito,Não,Solicitação
,,n3 - limite entre cartoes pag will,Crédito e Cobrança,Limite de crédito,Limite de crédito,Aumento do limite de crédito,Não,Dúvida
w1 - solicitacao,w2 - limite de credito,w3 - solicitacao de aumento limite,Crédito e Cobrança,Limite de crédito,Limite de crédito,Aumento do limite de crédito,Não,Dúvida
,,w3 - duvida campanha belvo,Crédito e Cobrança,Limite de crédito,Limite de crédito,Aumento do limite de crédito,Não,Dúvida
w1 - duvida,w2 - limite de credito,w3 - duvida limite emergencial,Crédito e Cobrança,Limite de crédito,Limite de crédito,Aumento do limite de crédito,Não,Dúvida
w1 - duvida,w2 - cobranca,w3 - reestabelecimento de limite,Crédito e Cobrança,Limite de crédito,Limite de crédito,Aumento do limite de crédito,Não,Dúvida
w1 - duvida,w2 - limite de credito,w3 - duvida limite extra,Crédito e Cobrança,Limite de crédito,Limite de crédito,Aumento do limite de crédito,Não,Dúvida
w1 - solicitacao,w2 - limite de credito,w3 - ajuste de limite,Crédito e Cobrança,Limite de crédito,Limite de crédito,Aumento do limite de crédito,Não,Dúvida
bot,bot will - limite de crédito (3),b3 - duvida aumento limite,Crédito e Cobrança,Limite de crédito,Limite de crédito,Aumento do limite de crédito,Não,Dúvida
bot,bot will - limite de crédito (2),b3 - solicitacao de aumento limite,Crédito e Cobrança,Limite de crédito,Limite de crédito,Aumento do limite de crédito,Não,Dúvida
,,w3 - duvida limite back,Crédito e Cobrança,Limite de crédito,Limite de crédito,Aumento do limite de crédito,Não,Dúvida
intent,aumento de limite,wb-al,Crédito e Cobrança,Limite de crédito,Limite de crédito,Aumento do limite de crédito,Não,Dúvida
,,n3 - aviso_viagem,Cartão,Compra,Compra,Aviso viagem,Não,Dúvida
w1 - solicitacao,w2 - cartao de credito fisico,w3 - aviso viagem,Cartão,Compra,Compra,Aviso viagem,Não,Dúvida
,,n3 - como_bloquear_o_cartao,Cartão,Compra,Compra,Bloqueio de conta,Não,Dúvida
w1 - duvida,w2 - cartao de credito virtual,w3 - como bloquear cartao fisico,Cartão,Compra,Compra,Bloqueio de conta,Não,Dúvida
bot,bot will - cobrança (2),b3 - duvida cartao fisico,Cartão,Compra,Compra,Bloqueio de conta,Não,Dúvida
,,n3 - bloqueio_erro_de_senha - entregue,Cartão,Compra,Compra,Bloqueio de senha,Sim,Problema
,,n3 - senha_invalida,Cartão,Compra,Compra,Bloqueio de senha,Não,Reclamação
,,n3 - bloqueio_erro_de_senha - nao_entregue,Cartão,Compra,Compra,Bloqueio de senha,Sim,Problema
,,n3 - nao_recebe_senha_cartao,Cartão,Compra,Compra,Bloqueio de senha,Não,Reclamação
w1 - solicitacao,w2 - cartao de credito fisico,w3 - bloqueio erro de senha maquininha,Cartão,Compra,Compra,Bloqueio de senha,Sim,Dúvida
w1 - solicitacao,w2 - cartao de credito fisico,w3 - bloqueio erro de senha app,Cartão,Compra,Compra,Bloqueio de senha,Sim,Dúvida
w1 - problema,w2 - acesso,w3 - erro acessar app nova senha,Cartão,Compra,Compra,Bloqueio de senha,Não,Problema
,,n3 - _nao_recebe_senha_cartao,Cartão,Compra,Compra,Bloqueio de senha,Sim,Dúvida
bot,,b3 - bloqueio erro de senha maquininha,Cartão,Compra,Compra,Bloqueio de senha,Sim,Dúvida
,,n3 - gerar_boleto_depósito,Conta,Banking Transfers,Banking Transfers,Boleto de Depósito,Não,Dúvida
,,n3 - erro_gerar_boleto_depósito,Conta,Banking Transfers,Banking Transfers,Boleto de Depósito,Não,Reclamação
w1 - duvida,w2 - deposito,w3 - como gerar boleto no app,Conta,Banking Transfers,Banking Transfers,Boleto de Depósito,Não,Dúvida
w1 - duvida,w2 - deposito,w3 - prazo para compensacao do deposito,Conta,Banking Transfers,Banking Transfers,Boleto de Depósito,Não,Dúvida
w1 - problema,w2 - deposito,w3 - erro app gerar boleto deposito,Conta,Banking Transfers,Banking Transfers,Boleto de Depósito,Não,Problema
w1 - duvida,w2 - cartao debito,w3 - como adicionar dinheiro na conta,Conta,Banking Transfers,Banking Transfers,Boleto de Depósito,Não,Dúvida
w1 - problema,w2- deposito,w3 - erro de compensacao boleto deposito,Conta,Banking Transfers,Banking Transfers,Boleto de Depósito,Não,Problema
,,w3 - resultado analise de deposito,Conta,Banking Transfers,Banking Transfers,Boleto de Depósito,Não,Solicitação
bot,bot will - conta pura (3),b3 - como colocar dinheiro na conta digital,Conta,Banking Transfers,Banking Transfers,Boleto de Depósito,Não,Dúvida
bot,bot will - fatura fechada (3),b3 - como gerar boleto no app,Conta,Banking Transfers,Banking Transfers,Boleto de Depósito,Não,Dúvida
bot,,b3 - como fazer deposito,Conta,Banking Transfers,Banking Transfers,Boleto de Depósito,Não,Dúvida
intent,saldo e deposito,wb-sde,Conta,Banking Transfers,Banking Transfers,Boleto de Depósito,Não,Dúvida
,,n3 - canais_de_atendimento,Atendimento,Atendimento,Atendimento,Canais de atendimento,Não,Dúvida
,,n3 - compliance,Atendimento,Atendimento,Atendimento,Canais de atendimento,Sim,Problema
,,n3 - duvida sobre atendimento whatsapp,Atendimento,Atendimento,Atendimento,Canais de atendimento,Não,Dúvida
,,n3 - falta_de_cordialidade,Atendimento,Atendimento,Atendimento,Canais de atendimento,Não,Reclamação
,,n3 - sazonalidade,Atendimento,Atendimento,Atendimento,Canais de atendimento,Não,Dúvida
w1 - duvida,w2 - atendimento,w3 - quais canais de atendimento,Atendimento,Atendimento,Atendimento,Canais de atendimento,Não,Dúvida
w1 - problema,w2 - fraude,w3 - compliance,Atendimento,Atendimento,Atendimento,Canais de atendimento,Sim,Problema
w1 - duvida,w2 - atendimento,w3 - como acessar chat,Atendimento,Atendimento,Atendimento,Canais de atendimento,Não,Dúvida
w1 - duvida,w2 - institucional,w3 - duvida sobre atendimento whatsapp,Atendimento,Atendimento,Atendimento,Canais de atendimento,Não,Dúvida
w1 - duvida,w2 - institucional,w3 - quero trabalhar no will,Atendimento,Atendimento,Atendimento,Canais de atendimento,Não,Dúvida
,,w3 -duvida sobre atendimento do whatsapp,Atendimento,Atendimento,Atendimento,Canais de atendimento,Não,Dúvida
w1 - duvida,w2 - atendimento,w3 - canais de atendimento,Atendimento,Atendimento,Atendimento,Canais de atendimento,Não,Dúvida
w1 - duvida,w2 - atendimento,w3 - interacao positiva,Atendimento,Atendimento,Atendimento,Canais de atendimento,Não,Dúvida
w1 - duvida,w2 - atendimento,w3 - interacao negativa,Atendimento,Atendimento,Atendimento,Canais de atendimento,Não,Dúvida
w1 - duvida,w2 - institucional,w3 - quero ser um parceiro,Atendimento,Atendimento,Atendimento,Canais de atendimento,Não,Dúvida
,,w3 - interacao negativa rede social,Atendimento,Atendimento,Atendimento,Canais de atendimento,Não,Dúvida
w1 - duvida,w2 - atendimento,w3 - interacao positiva rede social,Atendimento,Atendimento,Atendimento,Canais de atendimento,Não,Dúvida
,,n3 - duvidas_comunicados,Atendimento,Atendimento,Atendimento,Canais de atendimento,Não,Dúvida
,,n3 - cancelamento por compliance,Atendimento,Atendimento,Atendimento,Canais de atendimento,Sim,Problema
,,w3 - duvida debito automatico,Atendimento,Atendimento,Atendimento,Canais de atendimento,Sim,Dúvida
,,w3 - programa de pontos,Atendimento,Atendimento,Atendimento,Canais de atendimento,Sim,Dúvida
,,w3 - programa de pontos,Atendimento,Atendimento,Atendimento,Canais de atendimento,Sim,Dúvida
intent,canais de atendimento,wb-ca,Atendimento,Atendimento,Atendimento,Canais de atendimento,Não,Dúvida
intent,falar com agente,wb-fca,Atendimento,Atendimento,Atendimento,Canais de atendimento,Não,Dúvida
intent,outros - fila geral,wb-ofg,Atendimento,Atendimento,Atendimento,Canais de atendimento,Não,Dúvida
w1 - solicitacao,w2 - cartao debito,w3 - cancelar meu cartao de debito,Conta,Acquisition,Acquisition,Cancelamento de cartão de débito,Não,Dúvida
,,n3 - cancelamento_compra,Cartão,Compra,Compra,Cancelamento de compra no crédito,Sim,Problema
,,n3 - estorno apos conciliacao,Cartão,Compra,Compra,Cancelamento de compra no crédito,Não,Dúvida
,,n3 - nao entendi estorno integral,Cartão,Compra,Compra,Cancelamento de compra no crédito,Não,Dúvida
,,n3 - estorno antes da conciliacao,Cartão,Compra,Compra,Cancelamento de compra no crédito,Não,Reclamação
,,n3 - cancelamento_compra,Cartão,Compra,Compra,Cancelamento de compra no crédito,Não,Dúvida
,,n3 - estorno_manual,Cartão,Compra,Compra,Cancelamento de compra no crédito,Não,Problema
,,n3 - estorno_compra_manual,Cartão,Compra,Compra,Cancelamento de compra no crédito,Não,Solicitação
w1 - reclamacao,w2 - fraude,w3 - cancelamento com o estabelecimento,Cartão,Compra,Compra,Cancelamento de compra no crédito,Sim,Reclamação
w1 - solicitacao,w2 - fatura,w3 - cancelamento compra online,Cartão,Compra,Compra,Cancelamento de compra no crédito,Sim,Dúvida
w1 - duvida,w2 - fatura,w3 - duvidas sobre estorno apos cancelamento de compra,Cartão,Compra,Compra,Cancelamento de compra no crédito,Não,Dúvida
w1 - duvida,w2 - fatura,w3 - quando receberei estorno compra cancelada,Cartão,Compra,Compra,Cancelamento de compra no crédito,Não,Dúvida
w1 - duvida,w2 - fatura,w3 - duvida recebimento estorno compra cancelada,Cartão,Compra,Compra,Cancelamento de compra no crédito,Não,Dúvida
w1 - duvida,w2 - fatura,w3 - nao entendi estorno integral,Cartão,Compra,Compra,Cancelamento de compra no crédito,Não,Dúvida
w1 - problema,w2 - fatura,w3 - reversao de compra,Cartão,Compra,Compra,Cancelamento de compra no crédito,Não,Dúvida
w1 - duvida,w2 - cartao de credito virtual,w3 - compra cancelada conciliacao,Cartão,Compra,Compra,Cancelamento de compra no crédito,Não,Dúvida
w1 - problema,w2 - fatura,w3 - problema antecipacao de compra indevida,Cartão,Compra,Compra,Cancelamento de compra no crédito,Não,Problema
w1 - solicitacao,w2 - cartao de credito fisico,w3 - solicitacao de cancelamento compra presencial,Cartão,Compra,Compra,Cancelamento de compra no crédito,Sim,Dúvida
w1 - solicitacao,w2 - backoffice,w3 - estorno manual outros,Cartão,Compra,Compra,Cancelamento de compra no crédito,Não,Problema
w1 - solicitacao,w2 - backoffice,w3 - cancelamento compra sem chargeback,Cartão,Compra,Compra,Cancelamento de compra no crédito,Não,Problema
w1 - solicitacao,w2 - backoffice,w3 - cancelamento compra com chargeback,Cartão,Compra,Compra,Cancelamento de compra no crédito,Não,Problema
w1 - solicitacao,w2 - fatura,w3 - estorno cancelada apos 24h,Cartão,Compra,Compra,Cancelamento de compra no crédito,Não,Reclamação
w1 - duvida,w2 - cartao de credito virtual,w3 - cancelamento compra,Cartão,Compra,Compra,Cancelamento de compra no crédito,Não,Dúvida
bot,bot will - fraude (1),b3 - cancelamento com o estabelecimento,Cartão,Compra,Compra,Cancelamento de compra no crédito,Sim,Dúvida
bot,bot will - fraude (1),b3 - duvida recebimento estorno compra cancelada,Cartão,Compra,Compra,Cancelamento de compra no crédito,Não,Dúvida
bot,bot will - fraude (1),b3 - quando receberei estorno compra cancelada,Cartão,Compra,Compra,Cancelamento de compra no crédito,Não,Dúvida
,,n3 - estorno_cancelada_após_24h,Cartão,Compra,Compra,Cancelamento de compra no crédito,Não,Dúvida
,,n3 - estorno_cancelada_dentro_de_24h,Cartão,Compra,Compra,Cancelamento de compra no crédito,Não,Dúvida
,,w3 - duvida - estorno,Cartão,Compra,Compra,Cancelamento de compra no crédito,Não,Dúvida
,,w3 - duvida - reversao de compra,Cartão,Compra,Compra,Cancelamento de compra no crédito,Não,Dúvida
,,w3 - duvida - cancelamento de compra online,Cartão,Compra,Compra,Cancelamento de compra no crédito,Não,Dúvida
,,w3 - duvida - cancelamento de compra presencial,Cartão,Compra,Compra,Cancelamento de compra no crédito,Não,Dúvida
intent,cancelamento e estorno de compra,wb-cec,Cartão,Compra,Compra,Cancelamento de compra no crédito,Não,Dúvida
,,n3 - cancelamento_limite_insuficiente,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Reclamação
,,n3 - cancelamento_contencao_de_gastos,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Reclamação
,,n3 - cancelamento por desuso/desinteresse,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Dúvida
,,n3 - cancelamento_por_fraude,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Problema
,,n3 - concorrente,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Reclamação
,,n3 - cancelamento_sem_motivo,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Reclamação
,,n3 - cancelamento_por_erros_operacionais,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Reclamação
,,n3 - cancelamento_cartao_nao_entregue,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Reclamação
,,n3 - cancelamento_falecimento_titular,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Solicitação
w1 - solicitacao,w2 - cancelamento,w3 - quero cancelar limite baixo,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Problema
w1 - solicitacao,w2 - cancelamento,w3 - quero cancelar outro motivo,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Problema
w1 - solicitacao,w2 - cancelamento,w3 - cliente quer cancelar mas ainda tem saldo conta e faturas futuras,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Reclamação
w1 - solicitacao,w2 - cancelamento,w3 - quero cancelar por desinteresse,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Problema
w1 - solicitacao,w2 - cancelamento,w3 - quero cancelar nao uso cartao,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Problema
w1 - solicitacao,w2 - cancelamento,w3 - quero cancelar meu cartao nao chegou,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Problema
w1 - solicitacao,w2 - cancelamento,w3 - quero cancelar conter gastos,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Problema
w1 - solicitacao,w2 - cancelamento,w3 - quero cancelar insatisfacao com o produto,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Problema
w1 - solicitacao,w2 - cancelamento,w3 - quero cancelar prefiro concorrencia,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Problema
w1 - solicitacao,w2 - cancelamento,w3 - quero cancelar fui fraudado,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Problema
w1 - solicitacao,w2 - cancelamento,w3 - quero cancelar insatisfacao com o atendimento,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Problema
w1 - solicitacao,w2 - cancelamento,w3 - quero cancelar falecimento titular,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Problema
w1 - solicitacao,w2 - cancelamento,w3 - quero cancelar por falta de funcionalidades,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Problema
w1 - solicitacao,w2 - cancelamento,w3 - quero cancelar nao concordo com encargos do will,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Problema
