ferramenta,taxa_abertura,flag_cobranca,flag_emoji,flag_exclamacao,flag_dinheiro,flag_fatura,flag_limite,flag_cashback,flag_nome,n_palavras,sentiment,sentimento,adjective,adposition,adverb,auxiliary,coordinating conjunction,determiner,interjection,noun,numeral,other,pronoun,proper noun,punctuation,space,subordinating conjunction,symbol,verb,cluster_hero,cluster_dbscan,cluster_dbscan_tsne,ano,dia,mes,dia_semana,hora
Infobip,0.13568406205923836,1,0,0,0,0,0,0,0,5,0.0,neutro,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12,0,3,2023,24,4,Monday,10
Infobip,0.3905862923203964,0,0,0,0,0,0,0,0,0,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,3,7,23,2023,5,5,Friday,9
Infobip,0.416597510373444,0,0,0,0,0,0,0,0,0,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,3,7,23,2023,29,6,Thursday,9
Salesforce,0.30669546436285094,0,0,0,0,0,0,0,0,6,0.0,neutro,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,9.0,0,0,10,2023,17,4,Monday,19
Infobip,0.23972602739726026,0,0,0,0,0,0,0,0,7,0.0,neutro,0.0,165.0,0.0,0.0,0.0,0.0,0.0,165.0,165.0,0.0,330.0,0.0,165.0,165.0,0.0,0.0,165.0,1,5,20,2023,7,7,Friday,16
Salesforce,0.16357142857142856,0,0,0,0,0,0,0,0,2,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,0,0,8,2023,19,3,Sunday,18
Salesforce,0.1661103475358335,0,0,0,0,0,0,0,0,3,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,4.0,0,0,12,2023,9,5,Tuesday,18
Salesforce,0.4798387096774194,1,1,1,0,0,0,0,0,5,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,8.0,13,3,9,2022,23,9,Friday,15
Infobip,0.3799212598425197,0,0,1,0,0,0,0,0,2,0.0,neutro,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,4,6,21,2023,28,6,Wednesday,18
Infobip,0.17429067747539084,0,1,1,0,0,0,0,0,4,0.0,neutro,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12,0,3,2023,15,6,Thursday,12
Salesforce,0.41693548387096774,0,0,0,0,0,0,0,0,8,-296,neutro,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0,12,2023,21,7,Friday,17
Salesforce,0.16014869888475836,0,0,0,0,0,1,0,0,5,0.0,bom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,12,0,3,2023,8,3,Wednesday,18
Infobip,0.39036144578313253,0,0,1,0,0,0,0,0,2,0.0,neutro,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,4,6,21,2023,27,6,Tuesday,17
Infobip,0.22994788356425575,0,0,0,0,0,1,0,0,5,0.0,bom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,12,0,3,2023,16,3,Thursday,18
Salesforce,0.2990620490620491,0,1,0,0,0,0,0,0,3,0.0,neutro,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,6,2023,20,4,Thursday,19
Infobip,0.42892358258011504,0,0,0,0,0,0,0,0,0,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,3,7,23,2023,28,4,Friday,8
Infobip,0.3872549019607843,0,0,1,0,0,0,0,0,2,0.0,neutro,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,4,6,21,2023,1,6,Thursday,17
Infobip,0.17372881355932204,0,1,1,0,0,0,0,0,4,0.0,neutro,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12,0,3,2023,15,6,Thursday,12
Infobip,0.3392857142857143,0,0,0,0,0,0,0,0,7,0.0,neutro,0.0,165.0,0.0,0.0,0.0,0.0,0.0,165.0,165.0,0.0,330.0,0.0,165.0,165.0,0.0,0.0,165.0,1,5,20,2023,3,5,Wednesday,14
Infobip,0.40980881130507063,0,0,0,0,0,0,0,0,0,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,3,7,23,2023,14,6,Wednesday,9
Infobip,0.18323689286340522,0,0,0,0,0,0,0,0,5,0.0,neutro,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,5,2023,10,5,Wednesday,16
Salesforce,0.2939346811819596,0,0,0,0,0,0,0,0,3,0.0,neutro,0.0,0.0,12.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0,14,2023,18,4,Tuesday,12
Infobip,0.36363636363636365,0,1,0,0,0,1,0,0,3,-296,neutro,24.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,9,8,24,2023,19,7,Wednesday,14
Infobip,0.32663316582914576,0,0,0,0,0,0,0,0,2,0.0,neutro,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11,0,16,2023,30,3,Thursday,18
Infobip,0.4084967320261438,0,0,0,0,0,0,0,0,0,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,3,7,23,2023,12,5,Friday,9
Salesforce,0.2756892230576441,0,0,0,0,0,0,0,0,3,0.0,neutro,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11,0,5,2023,18,4,Tuesday,18
Salesforce,0.21577287066246056,0,0,1,0,0,0,0,0,5,0.0,neutro,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0,5,2023,18,7,Tuesday,18
Infobip,0.37417763157894735,0,0,0,0,0,0,0,0,0,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,3,7,23,2023,19,7,Wednesday,8
Salesforce,0.3849144634525661,0,0,0,0,0,0,0,0,5,0.0,neutro,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0,0,0,2023,18,4,Tuesday,18
Infobip,0.24622030237580994,0,0,0,0,0,0,0,0,7,0.0,neutro,0.0,165.0,0.0,0.0,0.0,0.0,0.0,165.0,165.0,0.0,330.0,0.0,165.0,165.0,0.0,0.0,165.0,1,5,20,2023,6,6,Tuesday,12
Salesforce,0.14590579710144927,0,0,0,0,0,0,0,0,7,0.0,neutro,0.0,8.0,8.0,0.0,0.0,8.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0,0,2,2023,18,4,Tuesday,19
Infobip,0.24537037037037038,0,1,0,0,0,1,0,0,3,-296,neutro,24.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,9,8,24,2023,5,5,Friday,19
Salesforce,0.13961786372007368,0,0,0,0,0,0,0,0,3,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,4.0,0,0,12,2023,17,5,Wednesday,18
Infobip,0.20133760624216246,0,0,0,0,0,0,0,0,5,0.0,neutro,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0,0,4,2023,3,5,Wednesday,14
Infobip,0.23500309214594928,0,0,0,0,1,0,0,0,6,0.0,neutro,0.0,18.0,0.0,0.0,0.0,18.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,11,0,22,2023,23,2,Thursday,18
Infobip,0.21279921836834392,0,0,0,0,0,0,0,0,3,-296,neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,4,2023,13,7,Thursday,11
Salesforce,0.15028862478777588,0,0,1,0,0,0,0,0,4,0.0,neutro,9.0,0.0,9.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,13,2023,27,4,Thursday,19
Infobip,0.18138424821002386,1,0,0,0,0,0,0,0,3,0.0,neutro,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,0,2,2023,2,6,Friday,16
Salesforce,0.15545812588244037,0,0,0,0,0,0,0,0,7,0.0,neutro,0.0,8.0,8.0,0.0,0.0,8.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0,0,2,2023,6,3,Monday,18
Infobip,0.1933877967832525,0,0,1,0,0,0,0,0,4,-296,bom,0.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11,0,13,2023,31,3,Friday,18
Infobip,0.1950689831374553,0,0,0,0,0,0,0,0,2,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,0,0,8,2023,25,3,Saturday,18
Infobip,0.20865936358894105,0,0,0,0,1,0,0,0,5,0.0,neutro,0.0,16.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,16.0,0,0,5,2023,2,3,Thursday,19
Infobip,0.23435722411831628,0,0,1,0,0,0,0,0,2,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0,0,2,2023,6,3,Monday,18
Salesforce,0.294068851099129,0,0,0,0,0,0,0,0,6,0.0,neutro,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,9.0,0,0,10,2023,17,4,Monday,19
Salesforce,0.1516987095075059,0,0,1,0,0,0,0,0,5,0.0,neutro,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,8.0,0,0,13,2023,17,5,Wednesday,19
Infobip,0.42342342342342343,0,0,0,0,0,0,0,0,7,0.0,neutro,0.0,165.0,0.0,0.0,0.0,0.0,0.0,165.0,165.0,0.0,330.0,0.0,165.0,165.0,0.0,0.0,165.0,1,5,20,2023,25,4,Tuesday,12
Salesforce,0.29937369519832985,0,0,0,0,0,0,0,0,6,0.0,neutro,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,9.0,0,0,10,2023,17,4,Monday,19
Infobip,0.5721925133689839,0,0,0,0,0,0,0,0,6,0.0,neutro,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,12,0,3,2023,7,7,Friday,16
Infobip,0.3625,0,1,0,0,0,1,0,0,3,-296,neutro,24.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,9,8,24,2023,19,7,Wednesday,14
Salesforce,0.28123874684911776,0,0,0,0,0,0,0,0,3,0.0,neutro,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11,0,5,2023,18,4,Tuesday,18
Infobip,0.3844241922120961,0,0,0,0,0,0,0,0,0,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,3,7,23,2023,6,7,Thursday,8
Infobip,0.4293148308759757,0,0,0,0,0,0,0,0,0,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,3,7,23,2023,24,3,Friday,8
Infobip,0.5574712643678161,0,0,0,0,0,1,0,0,6,0.0,neutro,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8,0,6,2023,25,4,Tuesday,15
Infobip,0.3067226890756303,0,0,0,0,0,0,0,0,7,0.0,neutro,0.0,165.0,0.0,0.0,0.0,0.0,0.0,165.0,165.0,0.0,330.0,0.0,165.0,165.0,0.0,0.0,165.0,1,5,20,2023,4,5,Thursday,15
Infobip,0.2403560830860534,0,0,0,0,0,0,0,0,1,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,12,2023,25,4,Tuesday,17
Infobip,0.19285714285714287,1,0,0,0,0,0,0,0,3,0.0,neutro,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,0,2,2023,26,5,Friday,16
Infobip,0.3150684931506849,0,1,0,0,0,1,0,0,3,-296,neutro,24.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,9,8,24,2023,25,5,Thursday,17
Infobip,0.44339622641509435,0,1,0,0,0,1,0,0,3,-296,neutro,24.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,9,8,24,2023,18,5,Thursday,14
Salesforce,0.31273152661337494,0,0,0,0,0,0,0,0,2,0.0,neutro,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,0,4,2023,3,4,Monday,18
Infobip,0.3353846153846154,0,0,0,0,0,0,0,0,7,0.0,neutro,0.0,165.0,0.0,0.0,0.0,0.0,0.0,165.0,165.0,0.0,330.0,0.0,165.0,165.0,0.0,0.0,165.0,1,5,20,2023,9,5,Tuesday,12
Infobip,0.5586690017513135,0,0,0,0,0,0,0,0,7,0.0,neutro,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,12,0,3,2023,5,5,Friday,16
Infobip,0.19291338582677164,0,0,1,0,0,0,0,0,3,0.0,neutro,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,7,1,9,2023,1,5,Monday,17
Infobip,0.20231548480463096,0,0,0,0,0,1,0,0,2,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6,0,6,2023,30,3,Thursday,18
Infobip,0.13924050632911392,1,1,1,0,0,1,0,0,9,0.0,neutro,9.0,9.0,9.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,18.0,5,0,7,2023,10,3,Friday,11
Salesforce,0.1566757493188011,0,0,0,0,0,0,0,0,3,0.0,neutro,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,0,0,10,2023,21,3,Tuesday,18
Infobip,0.18757921419518378,0,0,0,0,1,0,0,0,5,0.0,neutro,0.0,16.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,16.0,0,0,5,2023,10,4,Monday,18
Salesforce,0.1508893398591381,0,0,0,0,0,0,0,0,5,0.0,ruim,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0,0,5,2023,18,5,Thursday,18
Salesforce,0.171448813319164,0,0,0,0,0,1,0,0,5,0.0,bom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,12,0,3,2023,8,3,Wednesday,18
Salesforce,0.1729650212487741,0,0,0,0,0,0,0,0,4,0.0,neutro,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,7,1,9,2023,29,4,Saturday,10
Infobip,0.21248986212489862,0,0,0,0,1,0,0,0,6,0.0,neutro,0.0,18.0,0.0,0.0,0.0,18.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,11,0,22,2023,13,3,Monday,18
Salesforce,0.1490343038339579,0,0,0,0,0,0,0,0,7,0.0,neutro,0.0,8.0,8.0,0.0,0.0,8.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0,0,2,2023,18,4,Tuesday,19
Infobip,0.2807017543859649,0,0,0,0,0,0,0,0,7,0.0,neutro,0.0,165.0,0.0,0.0,0.0,0.0,0.0,165.0,165.0,0.0,330.0,0.0,165.0,165.0,0.0,0.0,165.0,1,5,20,2023,24,2,Friday,14
Infobip,0.2631578947368421,0,1,0,0,0,1,0,0,9,0.0,ruim,11.0,11.0,11.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,22.0,0.0,11.0,0.0,0.0,11.0,8,0,6,2023,27,4,Thursday,16
Infobip,0.1962233169129721,0,0,0,0,0,0,0,0,3,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,28.0,0,0,10,2023,27,2,Monday,14
Salesforce,0.1480304955527319,0,0,1,0,0,1,0,0,6,0.0,neutro,12.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12,0,3,2023,24,4,Monday,19
Salesforce,0.2823086574654956,0,0,0,0,0,0,0,0,5,0.0,neutro,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0,0,0,2023,14,3,Tuesday,22
Infobip,0.2759714512291832,0,1,0,0,0,1,0,0,9,0.0,ruim,11.0,11.0,11.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,22.0,0.0,11.0,0.0,0.0,11.0,8,0,6,2023,14,4,Friday,20
Salesforce,0.270066889632107,0,0,0,0,0,0,0,0,6,0.0,neutro,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,9.0,0,0,10,2023,17,4,Monday,19
Infobip,0.19828115408225905,0,0,0,1,0,0,0,0,2,0.0,neutro,22.0,22.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,16,2023,3,3,Friday,18
Infobip,0.1668460710441335,0,0,0,0,1,0,0,0,5,0.0,neutro,0.0,16.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,16.0,0,0,5,2023,3,4,Monday,18
Salesforce,0.1668757841907152,0,0,0,0,0,0,0,0,3,0.0,neutro,0.0,0.0,12.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0,14,2023,14,3,Tuesday,17
Salesforce,0.30647181628392484,0,0,0,0,0,0,0,0,6,0.0,neutro,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,9.0,0,0,10,2023,17,4,Monday,19
Infobip,0.21384205856255545,0,0,0,0,1,0,0,0,5,0.0,neutro,0.0,16.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,16.0,0,0,5,2023,2,3,Thursday,19
Infobip,0.3076923076923077,0,0,0,0,0,0,0,0,7,0.0,neutro,0.0,165.0,0.0,0.0,0.0,0.0,0.0,165.0,165.0,0.0,330.0,0.0,165.0,165.0,0.0,0.0,165.0,1,5,20,2023,16,3,Thursday,13
Infobip,0.19047619047619047,0,0,1,0,0,1,0,0,6,0.0,neutro,12.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12,0,3,2023,24,4,Monday,19
Salesforce,0.16505541145956143,0,0,0,0,1,0,0,0,6,0.0,neutro,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0,2,2023,22,7,Saturday,11
Salesforce,0.3659966499162479,0,0,0,0,0,0,0,0,2,0.0,neutro,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,2,2023,19,4,Wednesday,19
Infobip,0.1932877563704164,0,0,1,0,0,0,0,0,5,0.0,neutro,26.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,26.0,11,0,25,2023,9,3,Thursday,18
Salesforce,0.1460433580158801,0,0,1,0,0,0,0,0,4,0.0,neutro,9.0,0.0,9.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,13,2023,17,3,Friday,18
Infobip,0.20130475302889095,0,0,0,0,1,0,0,0,5,0.0,neutro,0.0,16.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,16.0,0,0,5,2023,3,4,Monday,18
Infobip,0.21477428180574556,0,0,0,0,1,0,0,0,6,0.0,neutro,0.0,18.0,0.0,0.0,0.0,18.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,11,0,22,2023,20,3,Monday,18
Infobip,0.24587706146926536,0,0,0,0,1,0,0,0,6,0.0,neutro,0.0,18.0,0.0,0.0,0.0,18.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,11,0,22,2023,23,2,Thursday,18
Salesforce,0.16634127294025772,0,0,0,0,0,0,0,0,2,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,0,5,2023,6,4,Thursday,18
Infobip,0.24805598755832037,0,1,0,0,0,1,0,0,10,0.0,ruim,34.0,34.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,17.0,17.0,0.0,17.0,0.0,0.0,17.0,8,0,6,2023,5,7,Wednesday,12
Infobip,0.3563218390804598,0,0,0,0,0,0,0,0,7,0.0,neutro,0.0,165.0,0.0,0.0,0.0,0.0,0.0,165.0,165.0,0.0,330.0,0.0,165.0,165.0,0.0,0.0,165.0,1,5,20,2023,24,4,Monday,12
Infobip,0.15673644659151906,0,0,1,0,0,0,0,0,5,0.0,neutro,26.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,26.0,11,0,25,2023,31,3,Friday,18
Infobip,0.3384615384615385,0,1,0,0,0,1,0,0,3,-296,neutro,24.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,9,8,24,2023,2,6,Friday,17
Salesforce,0.17386458623572026,0,0,1,0,0,0,0,0,1,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,4,2023,22,5,Monday,14
Salesforce,0.3283363802559415,0,0,0,0,0,0,0,0,2,0.0,neutro,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,2,2023,19,4,Wednesday,19
Infobip,0.47368421052631576,0,1,0,0,0,1,0,0,3,-296,neutro,24.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,9,8,24,2023,5,5,Friday,19
Infobip,0.5841584158415841,0,1,1,0,0,0,0,0,3,0.0,neutro,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6,0,6,2023,31,3,Friday,19
Infobip,0.25,0,1,0,0,0,1,0,0,10,0.0,ruim,34.0,34.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,17.0,17.0,0.0,17.0,0.0,0.0,17.0,8,0,6,2023,5,7,Wednesday,12
Infobip,0.18027571580063625,0,0,0,1,0,0,0,0,2,0.0,neutro,22.0,22.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,16,2023,20,3,Monday,18
Infobip,0.17717717717717718,0,0,0,0,0,0,0,0,7,0.0,neutro,0.0,165.0,0.0,0.0,0.0,0.0,0.0,165.0,165.0,0.0,330.0,0.0,165.0,165.0,0.0,0.0,165.0,1,5,20,2023,11,4,Tuesday,18
Salesforce,0.13383545770567787,0,0,1,0,0,0,0,0,5,0.0,neutro,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,8.0,0,0,13,2023,17,5,Wednesday,19
Salesforce,0.2638368705784436,0,0,0,0,0,0,0,0,3,0.0,neutro,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11,0,5,2023,18,4,Tuesday,18
Infobip,0.3027027027027027,0,0,0,0,0,0,0,0,7,0.0,neutro,0.0,165.0,0.0,0.0,0.0,0.0,0.0,165.0,165.0,0.0,330.0,0.0,165.0,165.0,0.0,0.0,165.0,1,5,20,2023,2,6,Friday,13
