cluster,target,tempo_aprovacao,limite_aprovado,nr_declared_income,flag_autonomo,max_limite,max_qtd_if,avg_utilizado_interno,sum_utilizado_interno,avg_utilizado_mercado,sum_utilizado_mercado,nr_chaves_importantes,nr_antecipacao_fatura,nr_bolso_ativo,nr_trans_mov_conta,nr_purchases_virtual,avg_vl_total_spending,nr_purchases_online,nr_acessos,nr_acessos_lojawill,flag_limite_insuficiente,share_of_wallet,ds_risk_type_1. Sem Informacao,ds_risk_type_2. Alto Risco,ds_risk_type_3. Medio Risco,ds_risk_type_4. Baixo Risco,gender_FEMALE,gender_MALE,ds_region_Centro-Oeste,ds_region_Nordeste,ds_region_Norte,ds_region_Sudeste,ds_region_Sul,flag_limite_aprov,flag_antecip,flag_lojawill
34,0%,"2,5",780,710,0,780,3,"213,005","639,01","676,322916666667","5118,5",1,0,0,25,0,"105,098","1,5",23,0,"0,5","0,163428831566079",0,"0,5",0,"0,5","0,5","0,5",0,0,0,"0,5","0,5","0,5",0,0
32,0%,0,2400,2000,0,2400,0,"1291,64","12477,34","2874,67708333333",27860,1,0,0,3,2,"1115,3",2,23,0,0,"0,316916313902613",0,0,0,1,1,0,0,1,0,0,0,1,0,0
31,0%,"1,5",1850,"2162,5025","0,25",1930,"4,25","2473,105","37522,4425","3358,99739583333","49210,25",1,0,0,"18,5",0,"1213,9638125",11,"62,75",0,"0,5","0,326582571907061",0,0,"0,5","0,5","0,25","0,75",0,"0,75",0,"0,25",0,1,0,0
30,0%,"1,5",725,4000,0,725,5,"1063,18","7330,465","2775,4",17100,1,0,0,14,0,"435,142543859649",1,80,0,1,"0,323181696980163",0,"0,5","0,5",0,"0,5","0,5",0,1,0,0,0,"0,5",0,0
29,0%,16,"1272,66666666667","1625,336","0,266666666666667","2042,66666666667","3,86666666666667","1287,18","15193,9766666667","7954,63611111111","113600,6","0,466666666666667","0,733333333333333","0,0666666666666667","19,6","0,933333333333333","835,562438059679","43,1333333333333","69,6","0,133333333333333","0,533333333333333","0,32644471150618",0,"0,266666666666667","0,2","0,533333333333333","0,666666666666667","0,333333333333333","0,133333333333333","0,6",0,"0,133333333333333","0,133333333333333","0,666666666666667","0,0666666666666667","0,133333333333333"
27,0%,"4,5",700,"2000,005","0,5",6300,5,"7499,515","119992,24","7751,34375","124021,5",1,0,0,45,0,"1756,23975","136,5",82,0,"0,5","0,694669636433069",0,"0,5","0,5",0,1,0,0,1,0,0,0,"0,5",0,0
25,0%,28,620,"733,336666666667","0,666666666666667","786,666666666667",3,"5624,98666666667","82948,48","11606,4756944444","127147,333333333","0,666666666666667",0,0,"22,6666666666667",20,"1263,72006878307","24,3333333333333",89,0,"0,666666666666667","0,272271568672917",0,"0,666666666666667",0,"0,333333333333333","0,666666666666667","0,333333333333333",0,"0,666666666666667",0,"0,333333333333333",0,"0,333333333333333",0,0
23,0%,1,1550,15750,0,1550,8,"243,015","3888,27","73758,0024038462","960723,5",1,0,0,14,0,"2671,77125",1,49,0,1,"0,140281929781647",0,"0,5",0,"0,5",0,1,0,"0,5",0,0,"0,5","0,5",0,0
21,0%,"1,375",1225,"2300,00125","0,5",2600,"4,375","2074,605","29334,18625","5203,75651041667",75682,"1,5",0,0,"73,25","1,25","893,309624712824","13,5","236,25","0,25","0,5","0,269644430315807",0,"0,125","0,125","0,75","0,375","0,625",0,"0,5","0,375","0,125",0,"0,875",0,"0,25"
20,0%,"0,666666666666667",1700,"2166,67","0,333333333333333",1800,3,"1436,82666666667","19834,69","3293,25",23988,"0,333333333333333",0,0,"11,6666666666667",16,"937,176190476191","27,3333333333333","88,3333333333333",2,1,"0,25420552824244",0,0,"0,666666666666667","0,333333333333333","0,333333333333333","0,666666666666667",0,"0,333333333333333","0,333333333333333","0,333333333333333",0,1,0,"0,333333333333333"
19,0%,2,800,"0,01",0,800,4,"1699,89","15299,04","1506,66666666667",13560,1,0,0,14,0,"322,086666666667",10,82,0,1,"0,530129900370906",0,0,1,0,1,0,0,1,0,0,0,1,0,0
