dt_mes,hierarquia_1,hierarquia_4,clientes_cx,clientes_recorte_total,clientes_recorte_churn,clientes_recorte_churn_recuperados,vl_bruto_recuperados_60d,LTV_Receita_Recuperado,LT_mediano_recuperados
2023-06-01,Tecnologia,Vencimento fatura,46,2,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketing,Gestão do Bolso/Rendimento Conta,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Fraude,Chaves PIX,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Fraude,Contactless,11,1,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Fraude,Cartão black,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketing,Recebimento de PIX,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Fraude,Faturas futuras,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Atendimento de terceiros,7,1,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Riscos 2 nivel,Uso do cartão de débito,2,1,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Cartão,Vencimento fatura,3269,570,62,55,R$ 84.247,R$ 192.365,"36,8"
2023-01-01,Conta,Problemas com a compra,245,12,2,2,R$ 1.200,R$ 213,"30,6"
2023-05-01,Conta,Segunda via cartão,563,45,11,10,R$ 13.249,R$ 8.341,"36,8"
2023-06-01,Conta,Pagamento de Boleto,3295,655,81,66,R$ 50.825,R$ 196.106,"32,3"
2023-04-01,Cartão,Cancelamento de compra no crédito,8410,4768,2749,183,R$ 260.896,R$ 208.082,"36,8"
2023-01-01,Tecnologia,Uso do cartão de débito,15,2,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketing,Dúvidas campanha,441,80,6,2,R$ 460,R$ 0,"35,5"
2023-03-01,Conta,Dúvidas em lançamentos,9,1,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Conta,Gestão de Extrato,1157,834,521,28,R$ 26.560,R$ 40.267,"31,2"
2023-06-01,Conta,Reenvio de cartão,121,5,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Fraude,Token E-mail,268,13,3,3,R$ 4.540,R$ 2.039,"35,9"
2023-02-01,Marketplace,Não reconhecimento de compra no crédito,17,2,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Cartão,Contactless,852,173,14,11,R$ 13.626,R$ 115.958,"36,8"
2023-06-01,Conta,Segunda via cartão,340,21,3,3,R$ 4.328,R$ 9.162,"36,8"
2023-04-01,Marketplace,Reclamação pagamento cashback,85,48,37,3,R$ 4.799,R$ 1.097,"51,7"
2023-05-01,Marketplace,Pagamento de Boleto,15,3,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Crédito Pessoal,Pagamento de Boleto,30,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Tecnologia,Uso do cartão de débito,10,1,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Cartão,Member Get Member (MGM),50,10,1,1,R$ 500,-R$ 131,"31,2"
2023-06-01,Conta,Fechamento Fatura,28,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Conta,Dúvidas sobre campanha gamificação,15,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Marketplace,Gestão do Bolso/Rendimento Conta,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Assunto não identificado, Falha no willbert,144,30,8,8,R$ 4.888,R$ 34.417,"36,8"
2023-03-01,Crédito Pessoal,Problemas com a compra,29,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Fraude,Não reconhecimento de PIX,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Chat sem retorno,5,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Fraude,Canais de atendimento,5,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Fraude,Fechamento Fatura,12,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Crédito Pessoal,Dúvidas sobre campanha gamificação,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Crédito Pessoal,Gestão do Bolso/Rendimento Conta,10,2,1,1,R$ 705,-R$ 110,"31,2"
2023-05-01,Marketing,Gestão do Bolso/Rendimento Conta,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Cartão,Canais de atendimento,20,4,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Crédito Pessoal,Wallet,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketplace,Reenvio de cartão,7,4,4,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketplace,Token E-mail,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Crédito Pessoal,Faturas futuras,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Conta,Cartão virtual,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketplace,Dúvidas campanha,1,1,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Conta,Recebimento de PIX,3494,2599,1614,81,R$ 72.738,R$ 100.515,"35,9"
2023-03-01,Cartão,Reenvio de cartão,1451,80,16,16,R$ 11.310,R$ 6.352,"31,2"
2023-05-01,Cartão,Dúvidas em lançamentos,1542,395,24,22,R$ 37.857,R$ 25.782,"38,3"
2023-02-01,Cartão,Segunda via cartão,15308,3195,432,394,R$ 719.195,R$ 595.642,"39,9"
2023-02-01,Atendimento,Atendimento de terceiros,488,151,13,12,R$ 17.630,R$ 3.928,"42,0"
2023-01-01,Tecnologia,Rastreio de cartão,29,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Tecnologia,Segunda via cartão,163,31,25,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketplace,Gestão de Recarga,1407,293,16,15,R$ 9.587,R$ 23.312,"39,8"
2023-05-01,Cartão,Fechamento Fatura,2491,207,27,24,R$ 30.481,R$ 42.313,"36,8"
2023-03-01,Conta,Cancelamento de conta will,272,4,3,1,R$ 1.032,R$ 6.837,"24,4"
2023-05-01,Conta,Boleto de Depósito,293,72,4,4,R$ 3.069,R$ 117,"31,2"
2023-04-01,Cartão,Compra internacional,142,83,59,6,R$ 6.559,R$ 622,"33,5"
2023-05-01,Fraude,Problemas com a compra,117,19,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Crédito Pessoal,Dúvidas FGTS,369,59,8,7,R$ 3.042,R$ 21.811,"33,4"
2023-02-01,Conta,Não reconhecimento de recarga/título/ted,62,11,1,0,R$ 0,R$ 0,"0,0"
2023-04-01,Conta,Dúvidas sobre cartão,9,8,7,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Envio de PIX,32,4,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Cartão,Aviso viagem,48,18,4,3,R$ 3.204,R$ 72,"31,2"
2023-03-01,Marketplace,Recebimento de PIX,23,1,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Conta,Wallet,45,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Conta,Envio de TED,146,37,2,2,R$ 2.033,R$ 3.722,"33,5"
2023-01-01,Crédito Pessoal,Não entendimento fatura,22,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Riscos 2 nivel,Recebimento de PIX,9,1,1,1,R$ 4.202,R$ 1.178,"47,1"
2023-02-01,Marketing,Validação novo dispositivo,7,2,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Não entendimento fatura,7,1,1,0,R$ 0,R$ 0,"0,0"
2023-05-01,Tecnologia,Gestão de Recarga,31,7,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Gestão de Saque,5,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Crédito Pessoal,Não reconhecimento de PIX,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketplace,Informações sobre fatura,20,2,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Conta,Gestão de Recarga,3,2,1,0,R$ 0,R$ 0,"0,0"
2023-01-01,Conta,Cancelamento de compra no crédito,4,1,1,1,R$ 1.093,R$ 102,"35,9"
2023-04-01,Marketing,Dúvidas sobre pagamento de fatura,9,1,1,1,R$ 700,R$ 1.588,"24,4"
2023-01-01,Conta,Parcelamento de compra,5,1,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Crédito Pessoal,Dúvidas sobre cartão,1,1,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Fraude,Crédito pessoal,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketplace,Parcelamento de compra,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Riscos 2 nivel,Resultado análise de fraude,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Bloqueio de conta,3,1,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketing,Rastreio de cartão,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketing,Reenvio de cartão,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Marketing,Parcelamento de compra,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Tecnologia,Recebimento de PIX,5356,1293,107,88,R$ 94.133,R$ 83.456,"32,3"
2023-05-01,Conta,Recebimento de PIX,7949,2553,241,216,R$ 183.345,R$ 388.553,"33,4"
2023-06-01,Cartão,Dúvidas sobre pagamento de fatura,4882,840,211,156,R$ 175.269,R$ 809.753,"32,3"
2023-01-01,Cartão,Primeiro Desbloqueio de cartão,1344,106,11,10,R$ 12.162,R$ 3.309,"36,6"
2023-06-01,Cartão,Fechamento Fatura,2084,271,37,31,R$ 30.939,R$ 251.899,"31,2"
2023-05-01,Fraude,Falsidade ideológica,84,21,2,2,R$ 1.212,R$ 3.676,"31,2"
2023-03-01,Conta,Fechamento Fatura,34,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Tecnologia,Reenvio de cartão,14,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Cartão,Compra internacional,47,12,1,0,R$ 0,R$ 0,"0,0"
2023-03-01,Tecnologia,Não entendimento fatura,102,6,3,2,R$ 1.024,R$ 21.546,"31,2"
2023-02-01,Conta,Cancelamento de compra no crédito,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketing,Dúvidas sobre campanha gamificação,10,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketplace,Reenvio de cartão,6,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Crédito Pessoal,Não entendimento fatura,13,1,1,1,R$ 300,-R$ 138,"31,2"
2023-05-01,Crédito Pessoal,Dúvidas PIX,22,1,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketing,Rastreio de cartão,5,2,2,0,R$ 0,R$ 0,"0,0"
2023-05-01,Tecnologia,Wallet,7,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Fraude,Dúvidas sobre empréstimo/crédito pessoal,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Fraude,Gestão de Saque,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Fraude,Dúvidas sobre empréstimo/crédito pessoal,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Conta,Problema de Cadastro da proposta,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Crédito Pessoal,Member Get Member (MGM),1,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Cartão,Alteração de Cadastro,7388,1984,299,231,R$ 283.894,R$ 842.659,"36,8"
2023-05-01,Conta,Problemas com a compra,353,21,1,1,R$ 360,R$ 1.302,"29,6"
2023-02-01,Cartão,Compensação fatura,7749,2089,295,264,R$ 265.446,R$ 1.055.547,"31,2"
2023-06-01,Crédito Pessoal,Dúvidas sobre empréstimo/crédito pessoal,568,66,8,8,R$ 16.062,R$ 17.166,"42,8"
2023-02-01,Conta,Pagamento de Boleto,1694,329,34,25,R$ 20.086,R$ 90.955,"35,9"
2023-04-01,Cartão,Antecipação de Fatura,2816,1592,842,77,R$ 105.000,R$ 66.337,"36,8"
2023-05-01,Fraude,Resultado análise de fraude,740,52,8,7,R$ 6.783,R$ 574,"31,2"
2023-04-01,Conta,Não reconhecimento de PIX,130,88,66,1,R$ 500,R$ 1.240,"24,4"
2023-01-01,Cartão,Dúvidas sobre campanha gamificação,1596,161,15,15,R$ 4.614,-R$ 905,"33,4"
2023-04-01,Conta,Cancelamento de conta will,143,343,343,0,R$ 0,R$ 0,"0,0"
2023-01-01,Conta,Não entendimento fatura,114,3,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Fraude,Não reconhecimento de compra no crédito,21,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Conta,Boleto de Depósito,289,69,8,7,R$ 3.669,R$ 12.915,"36,8"
2023-04-01,Conta,Compensação fatura,34,12,9,0,R$ 0,R$ 0,"0,0"
2023-02-01,Fraude,Token E-mail,94,18,5,5,R$ 3.536,R$ 4.063,"31,2"
2023-05-01,Fraude,Problema no recebimento do cartão,9,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Conta,Token E-mail,62,3,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Compensação fatura,30,1,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Conta,Wallet,39,7,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Tecnologia,Não reconhecimento de compra no crédito,58,4,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Conta,Problema no recebimento do cartão,39,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Reenvio de cartão,5,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketplace,Não reconhecimento de recarga/título/ted,7,1,1,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketing,Problemas com a compra,9,1,1,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketplace,Pagamento de Boleto,16,1,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Crédito Pessoal,Token E-mail,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Crédito Pessoal,Gestão de Extrato,6,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Token 3DS,35,13,1,1,R$ 300,-R$ 33,"33,4"
2023-05-01,Tecnologia,Gestão de Saque,14,2,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Marketing,Informações sobre fatura,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Crédito Pessoal,Parcelamento de compra,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketing,Gestão de Saque,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Conta,Gestão de Recarga,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Crédito Pessoal,Envio de TED,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Fraude,Dúvidas Conta,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Tecnologia,Recebimento de TED,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketing,Wallet,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketplace,Problemas no site ou app,1,1,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketing,Parcelamento de compra,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Cartão,Vencimento fatura,3806,698,53,48,R$ 64.700,R$ 107.874,"36,8"
2023-05-01,Cartão,Contactless,983,217,14,12,R$ 13.470,R$ 3.420,"37,7"
2023-06-01,Cartão,Segunda via cartão,16804,3467,491,449,R$ 742.133,R$ 1.177.722,"39,9"
2023-02-01,Tecnologia,Erro Funcionalidades,4735,1334,132,120,R$ 112.017,R$ 108.095,"31,2"
2023-03-01,Cartão,Bloqueio de senha,2217,548,73,61,R$ 72.479,R$ 242.283,"36,8"
2023-04-01,Cartão,Devolução,1159,1492,1460,8,R$ 3.567,R$ 1.207,"31,2"
2023-03-01,Atendimento,Atendimento de terceiros,497,132,21,19,R$ 19.740,R$ 89.860,"31,2"
2023-05-01,Fraude,Segunda via cartão,336,30,3,3,R$ 4.595,R$ 1.710,"36,8"
2023-01-01,Atendimento,Atendimento de terceiros,613,172,16,14,R$ 14.929,R$ 38.239,"36,8"
2023-01-01,Tecnologia,Gestão de Recarga,38,4,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Conta,Aquisição de Crédito,428,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Tecnologia,Validação novo dispositivo,216,15,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Tecnologia,Segunda via cartão,125,7,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Conta,Reenvio de cartão,43,2,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Conta,Segunda via cartão,444,19,3,2,R$ 1.200,R$ 600,"32,1"
2023-05-01,Fraude,Desbloqueio de cartão,10,2,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketing,Gestão de Extrato,5,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Cartão,Aviso viagem,81,17,2,2,R$ 5.820,R$ 810,"37,2"
2023-01-01,Tecnologia,Informações sobre fatura,59,7,1,1,R$ 360,R$ 321,"31,2"
2023-04-01,Cartão,Alteração de Cadastro na Proposta,7,10,9,0,R$ 0,R$ 0,"0,0"
2023-02-01,Atendimento,Chat duplicado,13,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Cartão,Informações sobre cartão,134,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Tecnologia,Novos Produtos,36,2,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Marketplace,Vencimento fatura,21,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Tecnologia,Problema no recebimento do cartão,23,1,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Pagamento de Boleto,9,1,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Cartão,Informações sobre cartão,119,4,1,1,R$ 508,R$ 31,"31,2"
2023-01-01,Conta,Problema no recebimento do cartão,45,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Fraude,Dúvidas sobre pagamento de fatura,29,2,1,1,R$ 2.709,R$ 120,"39,9"
2023-04-01,Marketing,Member Get Member (MGM),8,2,1,0,R$ 0,R$ 0,"0,0"
2023-01-01,Conta,Fechamento Fatura,23,2,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Tecnologia,Fechamento Fatura,31,3,1,1,R$ 420,-R$ 73,"31,2"
2023-04-01,Cartão,Atendimento de terceiros,18,10,7,0,R$ 0,R$ 0,"0,0"
2023-05-01,Fraude,Problema de Cadastro da proposta,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Crédito Pessoal,Reenvio de cartão,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Marketplace,Member Get Member (MGM),2,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Dúvidas em lançamentos,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Crédito Pessoal,Informações sobre fatura,12,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Conta,Member Get Member (MGM),3,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketing,Token E-mail,3,1,1,0,R$ 0,R$ 0,"0,0"
2023-04-01,Crédito Pessoal,Problemas com a compra,16,4,4,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketplace,Reenvio de cartão,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Marketplace,Uso do cartão de débito,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Fraude,Contactless,7,11,11,0,R$ 0,R$ 0,"0,0"
2023-06-01,Conta,Pix - Crédito,3,1,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Fraude,Canais de atendimento,4,1,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Marketplace,Informações sobre cartão,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Não reconhecimento de PIX,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Conta,Canais de atendimento,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Conta,Envio de PIX,4305,3927,2977,110,R$ 99.195,R$ 366.819,"35,9"
2023-05-01,Cartão,Não reconhecimento de compra no crédito,8758,2947,464,438,R$ 588.426,R$ 752.639,"36,8"
2023-03-01,Cartão,Cancelamento de compra no crédito,9093,2603,219,203,R$ 307.693,R$ 106.429,"36,8"
2023-02-01,Fraude,Validação novo dispositivo,14433,2339,316,261,R$ 364.225,R$ 880.337,"39,9"
2023-06-01,Conta,Recebimento de PIX,1742,457,55,50,R$ 33.546,R$ 51.822,"33,4"
2023-05-01,Conta,Dúvidas PIX,1502,418,47,40,R$ 53.535,R$ 180.000,"36,8"
2023-01-01,Tecnologia,Erro acessar app,835,159,24,21,R$ 22.438,R$ 8.674,"35,9"
2023-04-01,Cartão,Resultado da Proposta,525,154,113,5,R$ 3.786,-R$ 172,"36,8"
2023-01-01,Cartão,Dúvidas em lançamentos,1119,312,26,26,R$ 37.320,R$ 23.880,"36,8"
2023-04-01,Fraude,Falsidade ideológica,71,46,35,2,R$ 3.881,R$ 2.404,"36,4"
2023-03-01,Marketplace,Problemas com a compra,43,4,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Fraude,Cartão virtual,11,1,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Conta,Não reconhecimento de recarga/título/ted,68,19,4,3,R$ 7.506,R$ 23.513,"67,7"
2023-01-01,Fraude,Problemas com a compra,199,19,3,2,R$ 1.032,R$ 624,"35,5"
2023-03-01,Fraude,Problemas com a compra,144,32,6,5,R$ 7.129,R$ 29.782,"36,8"
2023-04-01,Tecnologia,Gestão de Saque,22,3,3,0,R$ 0,R$ 0,"0,0"
2023-01-01,Cartão,Lançamentos duplicados,161,48,4,4,R$ 17.154,R$ 82.609,"57,4"
2023-01-01,Conta,Gerar fatura,26,2,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Fraude,Desbloqueio de cartão,13,7,4,0,R$ 0,R$ 0,"0,0"
2023-01-01,Crédito Pessoal,Novos Produtos,44,1,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Conta,Reenvio de cartão,47,2,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Crédito Pessoal,Dúvidas sobre campanha gamificação,15,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Atendimento,Chat duplicado,12,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketing,Informações sobre fatura,8,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Fraude,Assunto não identificado,7,1,1,1,R$ 888,R$ 62,"31,2"
2023-04-01,Tecnologia,Member Get Member (MGM),2,1,1,0,R$ 0,R$ 0,"0,0"
2023-04-01,Crédito Pessoal,Dúvidas PIX,2,3,3,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Dúvidas sobre cartão,5,1,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Fraude,Atendimento de terceiros,7,2,1,1,R$ 300,R$ 1.597,"36,8"
2023-05-01,Conta,Compensação fatura,22,2,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Tecnologia,Wallet,13,2,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketing,Novos Produtos,2,1,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Tecnologia,Lançamentos duplicados,5,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Crédito Pessoal,Gestão do Bolso/Rendimento Conta,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Tecnologia,Token 3DS,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketplace,Informações sobre cartão,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketing,Token SMS,1,1,1,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Canais de atendimento,5,1,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketing,Validação novo dispositivo,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Fraude,Validação novo dispositivo,17324,25519,21411,489,R$ 775.685,R$ 1.269.806,"39,9"
2023-02-01,Cartão,Alteração de Cadastro,6342,1855,265,218,R$ 256.562,R$ 645.073,"39,5"
2023-01-01,Cartão,Compensação fatura,5993,1388,174,147,R$ 146.807,R$ 523.684,"35,9"
2023-02-01,Conta,Novos Produtos,1557,320,58,54,R$ 77.740,R$ 117.860,"34,6"
2023-06-01,Cartão,Gerar fatura,732,236,25,22,R$ 24.888,R$ 28.648,"35,1"
2023-04-01,Fraude,Resultado análise de fraude,623,82,47,6,R$ 13.814,R$ 6.108,"34,6"
2023-03-01,Marketing,Não entendimento fatura,19,1,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Cartão,Canais de atendimento,24,3,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Bloqueio de senha,119,9,1,1,R$ 450,R$ 0,"36,8"
2023-04-01,Conta,Uso do cartão de débito,265,183,132,4,R$ 10.177,R$ 29.101,"38,3"
2023-04-01,Tecnologia,Rastreio de cartão,140,34,33,0,R$ 0,R$ 0,"0,0"
2023-04-01,Crédito Pessoal,Dúvidas FGTS,306,253,181,7,R$ 6.328,-R$ 9.954,"31,2"
2023-06-01,Crédito Pessoal,Dúvidas sobre pagamento de fatura,25,2,1,1,R$ 1.940,-R$ 626,"36,8"
2023-05-01,Cartão,Aviso viagem,59,16,1,1,R$ 500,R$ 31,"31,2"
2023-04-01,Crédito Pessoal,Crédito pessoal,58,177,161,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Bloqueio de conta,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketplace,Informações sobre fatura,10,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Informações sobre fatura,20,1,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketing,Dúvidas sobre pagamento de fatura,13,1,1,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketplace,Reclamação pagamento cashback,113,15,1,0,R$ 0,R$ 0,"0,0"
2023-06-01,Crédito Pessoal,Devolução,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Marketing,Member Get Member (MGM),9,4,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Informações sobre fatura,23,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketplace,Novos Produtos,24,2,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketplace,Member Get Member (MGM),1,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Conta,Dúvidas em lançamentos,11,1,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketplace,Validação novo dispositivo,15,7,6,0,R$ 0,R$ 0,"0,0"
2023-05-01,Fraude,Parcelamento de compra,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketplace,Lançamentos duplicados,4,1,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketplace,Problema no recebimento do cartão,6,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketplace,Dúvidas campanha,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketplace,Envio de PIX,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Crédito Pessoal,Gestão de Extrato,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Gestão do Bolso/Rendimento Conta,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Cartão,Problema no recebimento do cartão,2404,256,32,29,R$ 20.407,R$ 13.277,"39,8"
2023-01-01,Fraude,Envio de TED,2,0,0,0,R$ 0,R$ 0,"0,0"
