dt_mes,hierarquia_1,hierarquia_4,clientes_cx,clientes_recorte_total,clientes_recorte_churn,clientes_recorte_churn_recuperados,vl_bruto_recuperados_60d,LTV_Receita_Recuperado,LT_mediano_recuperados
2023-03-01,Fraude,Token SMS,100,5,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Cartão,Atendimento de terceiros,21,4,1,1,R$ 1.086,-R$ 102,"35,9"
2023-04-01,Tecnologia,Pagamento de Boleto,116,23,15,1,R$ 1.617,R$ 227,"36,8"
2023-03-01,Cartão,Fatura duplicada,165,68,5,5,R$ 3.311,R$ 17.113,"31,2"
2023-06-01,Cartão,Informações sobre cartão,222,3,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Conta,Problema no recebimento do cartão,50,2,1,1,R$ 673,R$ 19,"39,8"
2023-05-01,Conta,Envio de TED,200,41,2,2,R$ 2.435,R$ 428,"36,8"
2023-02-01,Cartão,Alteração de Cadastro na Proposta,6,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketplace,Fechamento Fatura,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Conta,Primeiro Desbloqueio de cartão,49,2,2,2,R$ 2.725,R$ 2.222,"36,8"
2023-04-01,Fraude,Dúvidas PIX,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Fraude,Gestão de Saque,1,3,3,0,R$ 0,R$ 0,"0,0"
2023-05-01,Fraude,Wallet,13,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketing,Dúvidas sobre campanha gamificação,5,1,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Marketplace,Não reconhecimento de recarga/título/ted,7,1,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Fraude,Fechamento Fatura,12,4,4,0,R$ 0,R$ 0,"0,0"
2023-01-01,Crédito Pessoal,Rastreio de cartão,9,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Tecnologia,Não reconhecimento de PIX,8,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Crédito Pessoal,Envio de TED,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Marketing,Segunda via cartão,4,1,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketing,Vencimento fatura,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Fraude,Dúvidas sobre cartão,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Riscos 2 nivel,Prevenção à Fraude,2,2,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketplace,Gestão de Saque,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketing,Problema no recebimento do cartão,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketing,Falsidade ideológica,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Marketing,Token E-mail,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Crédito Pessoal,Token E-mail,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Cartão,Cancelamento de conta,6125,1118,679,573,R$ 397.868,R$ 296.109,"33,4"
2023-03-01,Fraude,Validação novo dispositivo,18006,2993,374,312,R$ 454.186,R$ 625.755,"39,8"
2023-02-01,Cartão,Vencimento fatura,3274,677,64,54,R$ 88.673,R$ 89.239,"36,8"
2023-04-01,Atendimento,Chat sem retorno,1452,879,523,47,R$ 92.694,R$ 683.417,"47,1"
2023-05-01,Cartão,Cartão virtual,1024,141,16,13,R$ 21.164,R$ 4.643,"36,8"
2023-05-01,Fraude,Rastreio de cartão,33,1,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Cartão,Informações sobre fatura,5184,1217,239,215,R$ 358.492,R$ 902.351,"36,8"
2023-05-01,Cartão,Cartão adicional,272,70,5,4,R$ 4.518,R$ 8.160,"34,8"
2023-01-01,Conta,Não reconhecimento de compra no crédito,121,12,3,3,R$ 4.871,R$ 1.770,"39,9"
2023-04-01,Tecnologia,Informações sobre fatura,89,10,2,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Wallet,5,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Conta,Dúvidas sobre pagamento de fatura,59,7,1,1,R$ 2.133,-R$ 128,"36,8"
2023-03-01,Conta,Gestão do Bolso/Rendimento Conta,1229,333,35,31,R$ 66.036,R$ 18.273,"39,8"
2023-04-01,Tecnologia,Novos Produtos,87,17,10,2,R$ 3.082,R$ 0,"39,1"
2023-06-01,Conta,Vencimento fatura,141,5,1,1,R$ 979,R$ 409,"31,2"
2023-05-01,Crédito Pessoal,Dúvidas FGTS,370,111,15,12,R$ 10.251,R$ 26.783,"31,2"
2023-06-01,Marketplace,Problemas com a compra,29,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketing,Vencimento fatura,19,1,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Crédito Pessoal,Novos Produtos,58,23,16,0,R$ 0,R$ 0,"0,0"
2023-06-01,Crédito Pessoal,Envio de PIX,61,2,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Conta,Resultado da Proposta,171,5,1,1,R$ 1.861,-R$ 216,"47,1"
2023-04-01,Cartão,Aviso viagem,59,56,42,2,R$ 3.697,R$ 98,"51,2"
2023-02-01,Tecnologia,Problema no recebimento do cartão,15,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Crédito Pessoal,Segunda via cartão,26,1,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketing,Problemas com a compra,4,1,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Cartão,Atendimento de terceiros,21,4,1,1,R$ 1.080,R$ 44,"67,7"
2023-02-01,Cartão,Chat duplicado,12,1,1,1,R$ 795,R$ 33,"36,8"
2023-06-01,Crédito Pessoal,Vencimento fatura,26,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketplace,Não reconhecimento de recarga/título/ted,7,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Crédito Pessoal,Resultado da Proposta,6,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Contactless,18,5,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketing,Validação novo dispositivo,7,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Crédito Pessoal,Vencimento fatura,5,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Fraude,Aquisição de Crédito,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Fraude,Dúvidas sobre empréstimo/crédito pessoal,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketplace,Não reconhecimento de recarga/título/ted,9,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Fraude,Reenvio de cartão,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketing,Novos Produtos,15,1,1,0,R$ 0,R$ 0,"0,0"
2023-05-01,Marketplace,Dúvidas campanha,3,1,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Conta,Member Get Member (MGM),3,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketplace,Gerar fatura,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Fraude,Aviso viagem,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Fraude,Dúvidas PIX,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Cartão,Contactless,819,182,12,11,R$ 12.007,R$ 2.566,"36,8"
2023-03-01,Cartão,Antecipação de Fatura,2896,846,109,99,R$ 138.272,R$ 87.017,"36,8"
2023-04-01,Cartão,Member Get Member (MGM),146,259,230,1,R$ 836,R$ 176,"33,4"
2023-03-01,Cartão,Devolução,874,28,7,7,R$ 6.241,R$ 54.454,"38,5"
2023-02-01,Fraude,Dúvidas sobre pagamento de fatura,42,4,1,1,R$ 663,R$ 949,"29,6"
2023-05-01,Marketplace,Resultado da Proposta,49,1,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Crédito Pessoal,Fechamento Fatura,7,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Parcelamento de compra,2,1,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Conta,Não reconhecimento de PIX,114,28,1,1,R$ 660,R$ 3.335,"33,4"
2023-03-01,Conta,Faturas futuras,24,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Cartão,Compra internacional,45,15,2,2,R$ 3.283,R$ 219,"36,4"
2023-01-01,Tecnologia,Não reconhecimento de PIX,7,1,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Não entendimento fatura,26,2,1,1,R$ 500,R$ 475,"24,4"
2023-06-01,Conta,Token E-mail,23,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Crédito Pessoal,Envio de PIX,29,2,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Recebimento de PIX,14,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Informações sobre fatura,22,3,1,0,R$ 0,R$ 0,"0,0"
2023-01-01,Crédito Pessoal,Dúvidas sobre pagamento de fatura,21,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Gestão do Bolso/Rendimento Conta,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Tecnologia,Wallet,13,4,3,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketplace,Vencimento fatura,13,3,2,0,R$ 0,R$ 0,"0,0"
2023-02-01,Fraude,Antecipação de Fatura,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Crédito Pessoal,Dúvidas Conta,1,3,3,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketing,Envio de TED,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketplace,Vencimento fatura,20,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Tecnologia,Faturas futuras,25,3,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Fraude,Dúvidas FGTS,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketplace,Token E-mail,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Conta,Canais de atendimento,5,1,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketing,Falsidade ideológica,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketing,Envio de PIX,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketplace,Problema de Cadastro da proposta,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketplace,Gestão de Recarga,2081,459,34,31,R$ 27.326,R$ 15.305,"31,2"
2023-03-01,Cartão,Compensação fatura,10253,3381,434,354,R$ 357.727,R$ 1.586.885,"35,9"
2023-03-01,Cartão,Token SMS,277,54,8,7,R$ 15.895,R$ 20.950,"39,8"
2023-02-01,Cartão,Primeiro Desbloqueio de cartão,1233,97,11,9,R$ 10.357,R$ 63.922,"36,8"
2023-01-01,Fraude,Token E-mail,101,9,1,1,R$ 646,R$ 103,"51,7"
2023-02-01,Tecnologia,Problemas com a compra,137,10,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Fraude,Token SMS,127,33,31,1,R$ 100,R$ 702,"31,2"
2023-06-01,Cartão,Cartão virtual,1080,134,10,9,R$ 11.501,R$ 20.279,"39,8"
2023-01-01,Conta,Aquisição de Crédito,698,1,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Alteração de senha,1791,497,68,58,R$ 59.766,R$ 139.229,"35,9"
2023-03-01,Conta,Resultado da Proposta,117,6,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Tecnologia,Não entendimento fatura,193,21,8,2,R$ 1.781,R$ 1.178,"34,8"
2023-05-01,Marketing,Token E-mail,6,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketing,Segunda via cartão,17,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Crédito Pessoal,Dúvidas FGTS,240,55,9,9,R$ 4.619,R$ 18.355,"31,2"
2023-03-01,Marketplace,Envio de PIX,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Primeiro Desbloqueio de cartão,58,2,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Conta,Informações sobre fatura,108,15,10,0,R$ 0,R$ 0,"0,0"
2023-05-01,Marketing,Problemas com a compra,21,2,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Marketplace,Rastreio de cartão,29,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketplace,Não reconhecimento de compra no crédito,23,7,6,0,R$ 0,R$ 0,"0,0"
2023-03-01,Cartão,Assunto não identificado,71,11,1,1,R$ 1.013,R$ 26.923,"24,4"
2023-03-01,Tecnologia,Pagamento de Boleto,53,4,1,1,R$ 1.134,R$ 712,"36,8"
2023-06-01,Conta,Dúvidas sobre cartão,6,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Fraude,Problema no recebimento do cartão,10,4,4,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketplace,Segunda via cartão,21,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Tecnologia,Gestão de Saque,9,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Dúvidas Conta,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Fraude,Compensação fatura,31,9,5,0,R$ 0,R$ 0,"0,0"
2023-06-01,Conta,Gerar fatura,12,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Marketing,Dúvidas em lançamentos,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketplace,Recebimento de PIX,16,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Crédito Pessoal,Envio de TED,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Uso do cartão de débito,6,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketing,Resultado análise de fraude,1,1,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Marketing,Gerar fatura,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketing,Dúvidas sobre pagamento de fatura,2,1,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Wallet,8,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Crédito Pessoal,Gerar fatura,6,1,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Tecnologia,Fatura duplicada,2,1,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketing,Dúvidas sobre pagamento de fatura,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Tecnologia,Resultado da Proposta,26,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Cartão,Parcelamento de compra,322,95,9,8,R$ 10.984,R$ 8.377,"36,4"
2023-04-01,Conta,Wallet,37,40,37,1,R$ 1.190,R$ 0,"35,9"
2023-06-01,Tecnologia,Gerar fatura,43,10,1,1,R$ 1.522,-R$ 38,"38,5"
2023-03-01,Fraude,Token E-mail,191,28,5,4,R$ 1.360,R$ 9.537,"27,8"
2023-04-01,Conta,Não entendimento fatura,114,15,12,0,R$ 0,R$ 0,"0,0"
2023-03-01,Cartão,Cartão virtual,831,145,19,16,R$ 25.739,R$ 9.498,"36,4"
2023-02-01,Cartão,Bloqueio de conta,73,17,2,2,R$ 2.048,R$ 125,"45,8"
2023-03-01,Crédito Pessoal,Novos Produtos,49,4,1,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Cancelamento de conta,15,1,1,1,R$ 2.800,R$ 2.113,"67,7"
2023-04-01,Marketplace,Problema no recebimento do cartão,4,3,3,1,R$ 100,-R$ 152,"39,8"
2023-05-01,Cartão,Atendimento de terceiros,26,5,1,1,R$ 360,R$ 761,"24,4"
2023-06-01,Crédito Pessoal,Dúvidas em lançamentos,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Conta,Parcelamento de compra,8,4,4,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Desbloqueio de cartão,16,4,2,2,R$ 2.800,R$ 4.889,"36,4"
2023-05-01,Marketing,Dúvidas sobre campanha gamificação,10,1,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Crédito Pessoal,Token E-mail,5,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Conta,Cancelamento de compra no crédito,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketplace,Não entendimento fatura,9,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketplace,Uso do cartão de débito,3,1,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketplace,Lançamentos duplicados,10,1,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Tecnologia,Parcelamento de compra,5,1,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Marketplace,Uso do cartão de débito,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Tecnologia,Member Get Member (MGM),2,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Conta,Informações sobre cartão,6,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Cartão,Chat duplicado,4,4,4,1,R$ 1.756,R$ 192,"63,9"
2023-01-01,Conta,Chat duplicado,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Tecnologia,Erro acessar app,1920,932,512,32,R$ 39.149,R$ 43.999,"34,6"
2023-02-01,Cartão,Problema no recebimento do cartão,2287,174,14,13,R$ 4.830,-R$ 379,"36,8"
2023-06-01,Conta,Gestão de Extrato,1225,311,31,28,R$ 19.204,R$ 86.543,"33,4"
2023-05-01,Cartão,Primeiro Desbloqueio de cartão,1862,163,18,15,R$ 17.323,R$ 29.033,"39,8"
2023-04-01,Cartão,Bloqueio de senha,2957,2081,1327,93,R$ 131.688,R$ 305.710,"39,9"
2023-01-01,Conta,Uso do cartão de débito,292,67,7,6,R$ 12.765,R$ 8.507,"36,6"
2023-06-01,Marketplace,Segunda via cartão,20,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Tecnologia,Validação novo dispositivo,281,16,2,2,R$ 1.096,R$ 31,"34,0"
2023-06-01,Tecnologia,Rastreio de cartão,51,1,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Conta,Gerar fatura,15,5,3,0,R$ 0,R$ 0,"0,0"
2023-05-01,Marketing,Recebimento de PIX,30,1,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Fraude,Vencimento fatura,108,34,31,0,R$ 0,R$ 0,"0,0"
2023-02-01,Conta,Rastreio de cartão,95,1,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Tecnologia,Fechamento Fatura,24,3,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Fraude,Token 3DS,90,13,1,1,R$ 1.987,R$ 216,"35,9"
2023-04-01,Crédito Pessoal,Gestão de Extrato,5,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Tecnologia,Rastreio de cartão,60,3,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Marketplace,Problemas com a compra,49,2,1,1,R$ 550,R$ 870,"35,9"
2023-01-01,Conta,Compensação fatura,35,5,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Envio de PIX,22,3,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Crédito Pessoal,Dúvidas PIX,17,2,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketplace,Problema no recebimento do cartão,13,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketing,Segunda via cartão,11,3,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Cartão,Chat duplicado,10,1,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Antecipação de Fatura,5,1,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Conta,Faturas futuras,13,1,1,1,R$ 700,-R$ 143,"35,9"
2023-04-01,Fraude,Pagamento de Boleto,11,5,4,1,R$ 1.863,R$ 423,"29,6"
2023-06-01,Tecnologia,Informações sobre fatura,35,4,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Fraude,Cancelamento de conta,12,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Crédito Pessoal,Envio de TED,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketplace,Gestão do Bolso/Rendimento Conta,5,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Tecnologia,Problema no recebimento do cartão,41,13,11,0,R$ 0,R$ 0,"0,0"
2023-05-01,Fraude,Recebimento de TED,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Crédito Pessoal,Dúvidas sobre pagamento de fatura,11,4,3,0,R$ 0,R$ 0,"0,0"
2023-05-01,Marketing,Dúvidas sobre cartão,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Marketplace,Problemas no site ou app,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Conta,Lançamentos duplicados,2,1,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketing,Informações sobre cartão,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Crédito Pessoal,Informações sobre cartão,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketing,Token E-mail,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Fraude,Aquisição de Crédito,1,1,1,0,R$ 0,R$ 0,"0,0"
2023-02-01,Marketplace,Dúvidas sobre pagamento de fatura,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketing,Problema no recebimento do cartão,1,1,1,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Resultado análise de fraude,729,60,8,8,R$ 12.491,-R$ 1.269,"35,9"
2023-01-01,Tecnologia,Erro Funcionalidades,5493,1568,158,140,R$ 136.237,R$ 234.748,"31,2"
2023-05-01,Conta,Reenvio de cartão,122,1,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Alteração de senha,2067,461,65,54,R$ 48.781,R$ 25.534,"35,9"
2023-04-01,Conta,Problema no recebimento do cartão,56,30,30,0,R$ 0,R$ 0,"0,0"
2023-05-01,Cartão,Bloqueio de senha,1642,349,46,40,R$ 45.181,R$ 103.395,"36,8"
2023-03-01,Cartão,Resultado da Proposta,590,40,6,5,R$ 9.201,-R$ 2.381,"39,9"
2023-01-01,Marketplace,Problemas com a compra,35,1,1,1,R$ 834,-R$ 56,"31,2"
2023-01-01,Fraude,Não reconhecimento de compra no crédito,42,4,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Conta,Gestão de Extrato,1087,315,37,33,R$ 20.324,R$ 36.154,"33,4"
2023-05-01,Tecnologia,Segunda via cartão,116,2,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Segunda via cartão,265,15,1,0,R$ 0,R$ 0,"0,0"
2023-04-01,Fraude,Bloqueio de senha,121,73,59,6,R$ 4.132,R$ 18.876,"36,6"
2023-03-01,Conta,Compensação fatura,44,6,1,1,R$ 940,R$ 5.953,"36,8"
2023-05-01,Crédito Pessoal,Envio de PIX,44,4,1,0,R$ 0,R$ 0,"0,0"
2023-06-01,Tecnologia,Gestão de Saque,5,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Assunto não identificado,34,2,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Conta,Não reconhecimento de PIX,132,24,3,3,R$ 2.722,R$ 559,"31,2"
2023-05-01,Tecnologia,Não reconhecimento de PIX,8,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Conta,Reenvio de cartão,35,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Atendimento,Chat duplicado,17,1,1,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Dúvidas sobre cartão,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Devolução,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Recebimento de PIX,10,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Fraude,Gestão do Bolso/Rendimento Conta,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Crédito Pessoal,Token E-mail,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Tecnologia,Reclamação pagamento cashback,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Fraude,Uso do cartão de débito,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Conta,Contactless,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketing,Token SMS,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Conta,Cartão virtual,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Cartão,Token SMS,366,68,5,5,R$ 13.675,R$ 3.146,"39,9"
2023-02-01,Fraude,Segunda via cartão,242,14,1,1,R$ 4.594,R$ 1.220,"39,9"
2023-03-01,Atendimento,Chat sem retorno,1878,571,88,73,R$ 118.433,R$ 439.119,"47,1"
2023-03-01,Marketplace,Gestão de Recarga,1770,422,24,22,R$ 14.145,R$ 13.525,"33,4"
2023-04-01,Fraude,Token 3DS,110,68,55,2,R$ 5.268,R$ 2.110,"42,0"
2023-02-01,Conta,Gestão de Saque,440,77,9,9,R$ 12.062,R$ 8.334,"36,8"
2023-06-01,Fraude,Token E-mail,172,18,2,1,R$ 100,R$ 462,"31,2"
2023-01-01,Fraude,Falsidade ideológica,42,7,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Conta,Vencimento fatura,237,15,1,1,R$ 1.181,R$ 29.282,"38,5"
2023-04-01,Conta,Vencimento fatura,160,48,36,2,R$ 2.608,R$ 20.331,"37,9"
2023-06-01,Tecnologia,Faturas futuras,16,2,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Fraude,Primeiro Desbloqueio de cartão,42,2,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Conta,Chaves PIX,681,191,18,14,R$ 12.805,R$ 22.106,"36,4"
2023-04-01,Fraude,Informações sobre fatura,17,2,2,0,R$ 0,R$ 0,"0,0"
2023-04-01,Tecnologia,Vencimento fatura,146,19,10,1,R$ 360,R$ 674,"24,4"
2023-05-01,Conta,Problema no recebimento do cartão,69,3,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Conta,Wallet,36,4,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Dúvidas sobre campanha gamificação,8,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketplace,Vencimento fatura,37,3,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Atendimento,Canais de atendimento,191,43,5,3,R$ 5.764,R$ 1.412,"36,8"
2023-01-01,Marketplace,Member Get Member (MGM),5,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Tecnologia,Gerar fatura,24,3,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Crédito Pessoal,Vencimento fatura,11,2,1,0,R$ 0,R$ 0,"0,0"
2023-03-01,Tecnologia,Faturas futuras,15,2,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketing,Gestão de Extrato,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Dúvidas sobre pagamento de fatura,30,3,1,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Uso do cartão de débito,8,1,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Crédito Pessoal,Parcelamento de compra,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Problema no recebimento do cartão,14,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Tecnologia,Wallet,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Fraude,Novos Produtos,3,2,2,0,R$ 0,R$ 0,"0,0"
2023-02-01,Crédito Pessoal,Pagamento de Boleto,7,0,0,0,R$ 0,R$ 0,"0,0"
